"RUETRI","RUE","NORUED","NORUEF","PAIRIM","CDETABM"
"TATIUS              ","Rue Tatius                                                      ",2,99998,"P","Ecole Maternelle Ludwig Van BEETHOVEN                       "
"TAVAN               ","Rue Alphonse Tavan                                              ",1,99999,"I","Ecole Maternelle Victor DURUY                               "
"TAVAN               ","Rue Alphonse Tavan                                              ",2,99998,"P","Ecole Maternelle Victor DURUY                               "
"TEDENAT             ","Rue du Professeur Tédenat                                       ",1,99999,"I","Ecole Maternelle Docteur ROUX                               "
"TEDENAT             ","Rue du Professeur Tédenat                                       ",2,99998,"P","Ecole Maternelle M. CALLAS                                  "
"TEILHARD DE CHARDIN ","Allée Teilhard de Chardin                                       ",1,99999,"I","Ecole Maternelle Sarah BERNHARDT                            "
"TEILHARD DE CHARDIN ","Allée Teilhard de Chardin                                       ",2,99998,"P","Ecole Maternelle Sarah BERNHARDT                            "
"TEINTURERIE         ","Rue de la Teinturerie                                           ",1,99999,"I","Ecole Maternelle CHAPTAL                                    "
"TEINTURERIE         ","Rue de la Teinturerie                                           ",2,99998,"P","Ecole Maternelle CHAPTAL                                    "
"TEISSIERS           ","Rue des Teissiers                                               ",1,99999,"I","Ecole Maternelle PASTEUR                                    "
"TEISSIERS           ","Rue des Teissiers                                               ",2,99998,"P","Ecole Maternelle PASTEUR                                    "
"TELEMAQUE           ","Boulevard Télémaque                                             ",1,99999,"I","Ecole Primaire Michel de l'HOSPITAL                         "
"TELEMAQUE           ","Boulevard Télémaque                                             ",2,99998,"P","Ecole Primaire Michel de l'HOSPITAL                         "
"TEMPLE              ","Impasse du Temple                                               ",1,99999,"I","Ecole Maternelle Louis FIGUIER                              "
"TEMPLE              ","Impasse du Temple                                               ",2,99998,"P","Ecole Maternelle Louis FIGUIER                              "
"TEMPLE DU CIEL      ","Allée du Temple du Ciel                                         ",1,99999,"I","Ecole Maternelle Hélène BOUCHER                             "
"TEMPLE DU CIEL      ","Allée du Temple du Ciel                                         ",2,99998,"P","Ecole Maternelle Hélène BOUCHER                             "
"TEMPLE PUITS DU     ","Rue du Puits du Temple                                          ",1,99999,"I","Ecole Maternelle PASTEUR                                    "
"TEMPLE PUITS DU     ","Rue du Puits du Temple                                          ",2,99998,"P","Ecole Maternelle PASTEUR                                    "
"TEMPLIERS           ","Impasse des Templiers                                           ",1,99999,"I","Ecole Maternelle TERESA                                     "
"TEMPLIERS           ","Impasse des Templiers                                           ",2,99998,"P","Ecole Maternelle TERESA                                     "
"TEREBINTHES         ","Rue des Térébinthes                                             ",1,99999,"I","Ecole Maternelle Rudyard  KIPLING                           "
"TEREBINTHES         ","Rue des Térébinthes                                             ",2,99998,"P","Ecole Maternelle Rudyard  KIPLING                           "
"TERRAL              ","Rue Terral                                                      ",1,99999,"I","Ecole Maternelle PASTEUR                                    "
"TERRAL              ","Rue Terral                                                      ",2,99998,"P","Ecole Maternelle PASTEUR                                    "
"TERRAL LOU          ","Cour Lou Terral                                                 ",1,99999,"I","Ecole Maternelle Pablo PICASSO                              "
