"IDENT","NOM","VLEGALE","REF","DDEBUT","DFIN","SENS","PHJM","PHJS","TJM","COMMENTAIR","MOIS","ANNEE","TYPECOMPTA","IDENTSIG"
"1109TR6257","Route de Ganges",9999,"CT16_2011-03-21.xls",40623,40629,"Palmiers-Poiriers",337,341,3388,,3,2011,"Regulation",6257
"1109TR3420","Route de Ganges",50,"1193",39106,39112,"Flahault-Dubedout",849,1254,12040,"#N/A",1,2007,"Pneumatique",3420
"1109TR2940","Route de Ganges",50,"1015",38807,38813,"Ganges-Lyre",907,2544,13486,"#N/A",3,2006,"Pneumatique",2940
"1109TR3420","Route de Ganges",50,"777",38387,38393,"Occitanie-Lyre",971,1518,13779,"#N/A",2,2005,"Pneumatique",3420
"1109TR3567","Route de Ganges",50,"82",35368,35374,"Flahault-Dubedout",495,327,2419,"#N/A",10,1996,"Pneumatique",3567
"2354TR4361","Rond-Point Général Paris de Bollardière",50,"807",38496,38502,"Domitienne-Mares",872,1053,6386,"Tube coupé",5,2005,"Pneumatique",4361
"2354TR4361","Rond-Point Général Paris de Bollardière",50,"808",38496,38502,"Domitienne-Ventre",132,178,1248,"#N/A",5,2005,"Pneumatique",4361
"2354TR4361","Rond-Point Général Paris de Bollardière",50,"815",38496,38502,"Moulins-Ventre",776,608,6152,"#N/A",5,2005,"Pneumatique",4361
"2354TR4361","Rond-Point Général Paris de Bollardière",50,"814",38496,38502,"Moulins-Mares",127,168,878,"#N/A",5,2005,"Pneumatique",4361
"2354TR4361","Rond-Point Général Paris de Bollardière",50,"813",38496,38502,"Mares-Moulins",184,179,1567,"#N/A",5,2005,"Pneumatique",4361
"2354TR4361","Rond-Point Général Paris de Bollardière",50,"812",38496,38502,"Mares-Domitienne",1104,879,9405,"#N/A",5,2005,"Pneumatique",4361
"2354TR4361","Rond-Point Général Paris de Bollardière",50,"811",38496,38502,"Mares-Ventre",114,136,1092,"#N/A",5,2005,"Pneumatique",4361
"2354TR4361","Rond-Point Général Paris de Bollardière",50,"810",38496,38502,"Ventre-Mares",162,187,1803,"#N/A",5,2005,"Pneumatique",4361
"2354TR4361","Rond-Point Général Paris de Bollardière",50,"809",38496,38502,"Ventre-Moulins",489,754,4283,"#N/A",5,2005,"Pneumatique",4361
"2320TR1197","Rond-point Evariste Galois",50,"228",35825,35831,"Nobel-France",283,528,2815,"#N/A",1,1998,"Pneumatique",1197
"2320TR1196","Rond-point Evariste Galois",50,"227",35825,35831,"France-Nobel",962,497,4196,"#N/A",1,1998,"Pneumatique",1196
"2320TR6142","Rond-point Evariste Galois",50,"226",35825,35831,"Odysseum-Becquerel",252,358,2220,"#N/A",1,1998,"Pneumatique",6142
"2320TR1199","Rond-point Evariste Galois",50,"224",35825,35831,"France-Becquerel",576,458,3657,"#N/A",1,1998,"Pneumatique",1199
"2488TR464","Rond-point du Zénith",50,"99",35495,35501,"Zenith-Aeroport",1545,1723,15977,"#N/A",3,1997,"Pneumatique",464
"2488TR466","Rond-point du Zénith",50,"101",35495,35501,"Zenith-Grammont",1807,1602,16555,"#N/A",3,1997,"Pneumatique",466
"2488TR463","Rond-point du Zénith",50,"102",35495,35501,"Zenith-Mendes",1052,798,5125,"#N/A",3,1997,"Pneumatique",463
"1357TR970","Quai Laurens",50,"44",35301,35307,"Juvenal-Leclerc",465,894,3427,"#N/A",8,1996,"Pneumatique",970
"1357TR970","Quai Laurens",50,"45",35301,35307,"Juvenal-Strasbourg",538,756,7673,"#N/A",8,1996,"Pneumatique",970
"2220TR1910","Quai Flora Tristan",50,"1799",39973,39979,"Rouget-Planes",89,45,353,"#N/A",6,2009,"Pneumatique",1910
"2220TR1910","Quai Flora Tristan",50,"1798",39973,39979,"Planes-Rouget",35,72,423,"#N/A",6,2009,"Pneumatique",1910
"2220TR1910","Quai Flora Tristan",50,"423",36901,36907,"Planes-Rouget",46,62,265,"#N/A",1,2001,"Pneumatique",1910
"2220TR1910","Quai Flora Tristan",50,"422",36901,36907,"Rouget-Planes",76,56,339,"#N/A",1,2001,"Pneumatique",1910
"2108TR7511","Quai du Verdanson",9999,"CT41_2011-03-21.xls",40623,40629,"Nimes-Proudhon",735,722,8581,,3,2011,"Regulation",7511
"2108TR4281","Quai du Verdanson",50,"1649",39823,39829,"Nimes-Albert 1er",1072,1051,13387,"Rapport Lissé",1,2009,"Pneumatique",4281
"2108TR4281","Quai du Verdanson",50,"1263",39227,39233,"11novembre-Albert1",925,922,11838,"R.A.S",5,2007,"Pneumatique",4281
"2108TR4225","Quai du Verdanson",50,"588",37706,37712,"Verdanson-Albert",705,498,5761,"#N/A",3,2003,"Pneumatique",4225
"2036TR4233","Quai des Tanneurs",50,"587",37706,37712,"Verdanson-Albert",1670,1647,20813,"#N/A",3,2003,"Pneumatique",4233
"405TR148","Pont Raymond Chauliac",9999,"CT64_2011-03-21.xls",40623,40629,"Mendès France- Aérop",586,588,6381,,3,2011,"Regulation",148
"1115TR3736","Pont du Garigliano",50,"526",37406,37412,"Maur-Pompignane",459,511,4224,"#N/A",5,2002,"Pneumatique",3736
"1933TR177","Place Saint Denis",50,"1142",39008,39014,"Observatoire-Denis",237,267,2967,"#N/A",10,2006,"Pneumatique",177
"1896TR5688","Place Rondelet",50,"966",38749,38755,"Maurin-Catalan",287,270,3204,"#N/A",2,2006,"Pneumatique",5688
"1896TR5681","Place Rondelet",50,"967",38749,38755,"Maurin-Michel",241,410,3083,"#N/A",2,2006,"Pneumatique",5681
"1541TR912","Place Molière",50,"1956",40217,40223,"Hugo+Etuves",53,22,259,"#N/A",2,2010,"Pneumatique",912
"1541TR912","Place Molière",50,"1955",40217,40223,"Etuves-Hugo",29,20,175,"#N/A",2,2010,"Pneumatique",912
"1039TR99999","Place Flandres-Dunkerque",50,"1575",39772,39778,"Pavelet-Toulouse",185,142,1421,"#N/A",11,2008,"Pneumatique",99999
"1039TR99999","Place Flandres-Dunkerque",50,"1572",39772,39778,"Valery-Toulouse",496,595,5755,"#N/A",11,2008,"Pneumatique",99999
"1039TR99999","Place Flandres-Dunkerque",50,"1573",39772,39778,"Toulouse-Pavelet",180,225,1971,"#N/A",11,2008,"Pneumatique",99999
"1621TR82","Place du Onze Novembre",50,"410",36818,36824,"Mermoz-Novembre",1724,2008,20387,"#N/A",10,2000,"Pneumatique",82
"2305TR5151","Place du Marché aux Fleurs",50,"754",38251,38257,"Parking-Fleur",95,144,879,"#N/A",9,2004,"Pneumatique",5151
"1472TR5149","Place des Martyrs de la Résistance",50,"1931",40203,40209,"Résistance-Castellane",303,236,2110,"#N/A",1,2010,"Pneumatique",5149
"1472TR5149","Place des Martyrs de la Résistance",50,"910",38678,38684,"Parking-Resistance",76,107,971,"#N/A",11,2005,"Pneumatique",5149
"1472TR5149","Place des Martyrs de la Résistance",50,"912",38678,38684,"Resistance-Parking",182,163,1557,"#N/A",11,2005,"Pneumatique",5149
"1472TR5149","Place des Martyrs de la Résistance",50,"750",38251,38257,"Resistance-Parking",287,232,2050,"#N/A",9,2004,"Pneumatique",5149
"2189TR","Place de Tibériade",50,"1900",40184,40190,"Mandela-Alembert",5,7,34,"#N/A",1,2010,"Pneumatique",0
"2189TR","Place de Tibériade",50,"1899",40184,40190,"Alembert-Mandela",13,20,108,"#N/A",1,2010,"Pneumatique",0
"2189TR407","Place de Tibériade",30,"1488",39620,39626,"Mandela-Alembert",9,19,62,"Rapport Lissé",6,2008,"Pneumatique",407
"2189TR407","Place de Tibériade",30,"1487",39620,39626,"Alembert-Mandela",8,22,63,"Rapport Lissé",6,2008,"Pneumatique",407
"2966TR2024","Place de la Tourguille",50,"1822",39991,39997,"Briol-Tourguille",8,9,57,"#N/A",6,2009,"Pneumatique",2024
"2966TR2024","Place de la Tourguille",50,"1821",39991,39997,"Tourguille-Briol",3,2,5,"#N/A",6,2009,"Pneumatique",2024
"815TR5222","Place de la Comédie",50,"1912",40203,40209,"Comédie-Sarrail",37,7,69,"Tube coupé",1,2010,"Pneumatique",5222
"815TR5222","Place de la Comédie",50,"1911",40203,40209,"Sarrail-Comédie",17,5,34,"Tube coupé",1,2010,"Pneumatique",5222
"623TR750","Place Bouschet de Bernard",50,"1224",39157,39163,"Salengro-Renouvier",661,775,5959,"R.A.S",3,2007,"Pneumatique",750
"450TR834","Place Alexandre Laissac",50,"1141",39008,39014,"Denis-Laissac",1082,886,10803,"#N/A",10,2006,"Pneumatique",834
"450TR834","Place Alexandre Laissac",50,"1114",38973,38979,"Denis-Hugo",761,658,8960,"#N/A",9,2006,"Pneumatique",834
"450TR834","Place Alexandre Laissac",50,"871",38609,38615,"Denis-Observatoire",392,332,4386,"#N/A",9,2005,"Pneumatique",834
"450TR834","Place Alexandre Laissac",50,"872",38609,38615,"Denis-Observatoire",157,204,1309,"#N/A",9,2005,"Pneumatique",834
"442TR69","Place Albert 1er",50,"1927",40203,40209,"Albert-Henri IV",64,84,599,"#N/A",1,2010,"Pneumatique",69
"442TR69","Place Albert 1er",50,"920",38692,38698,"Pasteur-Henri",78,64,222,"#N/A",12,2005,"Pneumatique",69
"2012TR1679","Passage Soixante Quinze",50,"1613",39787,39793,"Toulouse-Lepic",0,0,13,"#N/A",12,2008,"Pneumatique",1679
"2012TR1679","Passage Soixante Quinze",50,"1612",39787,39793,"Lepic-Toulouse",43,49,312,"#N/A",12,2008,"Pneumatique",1679
"1245TR1710","Passage de l'Imprimerie",50,"1089",38884,38890,"Toulouse-passage",19,23,170,"Rapport Lissé",6,2006,"Pneumatique",1710
"642TR5225","Passage Bruyas",50,"924",38692,38698,"Sarrail-Cour",83,162,1018,"#N/A",12,2005,"Pneumatique",5225
"642TR5225","Passage Bruyas",50,"760",38272,38278,"Sarrail-Cour",68,60,568,"#N/A",10,2004,"Pneumatique",5225
"3126TR2929","Impasse du Verdet",50,"1000",38798,38804,"Verdet-Moulins",38,34,236,"#N/A",3,2006,"Pneumatique",2929
"1458TR5560","Impasse des Marmousets",50,"1240",39199,39205,"Impasse-Lavande",2,5,3,"R.A.S",4,2007,"Pneumatique",5560
"1458TR5560","Impasse des Marmousets",50,"1242",39199,39205,"Impasse-Clématites",4,3,6,"R.A.S",4,2007,"Pneumatique",5560
"1458TR5560","Impasse des Marmousets",50,"1241",39199,39205,"Clématites-Impasse",4,5,8,"R.A.S",4,2007,"Pneumatique",5560
"1458TR5560","Impasse des Marmousets",50,"1239",39199,39205,"Lavande-Impasse",1,3,3,"R.A.S",4,2007,"Pneumatique",5560
"2584TR2190","Impasse des Jougtiers",50,"1435",39525,39531,"Jougtiers-Teste",1,2,4,"#N/A",3,2008,"Pneumatique",2190
"2222TR1900","Impasse de Chaldée",50,"2056",40340,40346,"Impasse-Péridier",4,12,43,"#N/A",6,2010,"Pneumatique",1900
"2222TR1900","Impasse de Chaldée",50,"2055",40340,40346,"Péridier-Impasse",4,13,43,"#N/A",6,2010,"Pneumatique",1900
"1293TR6286","Grand-Rue Jean Moulin",50,"1952",40217,40223,"Loge-Observatoire",188,91,1006,"#N/A",2,2010,"Pneumatique",6286
"1108TR124","Cours Gambetta",50,"1140",39008,39014,"8mai-Gambetta",577,882,4468,"#N/A",10,2006,"Pneumatique",124
"1108TR4697","Cour Gambetta",10,"1515",39711,39717,"Denis-Cabanes",5,5,27,"#N/A",9,2008,"Pneumatique",4697
"2186TR2871","Chemin du Réservoir de Montmaur",30,"1797",39974,39980,"Mende-Impasse",12,14,72,"#N/A",6,2009,"Pneumatique",2871
"2186TR2871","Chemin du Réservoir de Montmaur",30,"1796",39974,39980,"Impasse-Mende",12,14,80,"#N/A",6,2009,"Pneumatique",2871
"547TR1003","Chemin des Barques",50,"770",38359,38365,"Bene-Faulquier",100,84,892,"#N/A",1,2005,"Pneumatique",1003
"1560TR1368","Chemin de Moularès",50,"1606",37958,37964,"Pirée-Palavas",373,485,5263,"#N/A",12,2008,"Pneumatique",1368
"1560TR1368","Chemin de Moularès",50,"1607",39692,37964,"Palavas-Pirée",797,771,8899,"#N/A",9,2008,"Pneumatique",1368
"1560TR5452","Chemin de Moularès",50,"74",35377,35383,"Melgueuil-Levy",1088,1092,9025,"#N/A",11,1996,"Pneumatique",5452
"1560TR5866","Chemin de Moularès",50,"66",35377,35383,"Antonelli-Trinquat",408,673,5059,"#N/A",11,1996,"Pneumatique",5866
"1560TR5861","Chemin de Moularès",50,"68",35377,35383,"Levy-Antonelli",141,204,1619,"#N/A",11,1996,"Pneumatique",5861
"1560TR5861","Chemin de Moularès",50,"67",35377,35383,"Antonelli-Levy",953,759,6972,"#N/A",11,1996,"Pneumatique",5861
"1560TR5452","Chemin de Moularès",50,"73",35377,35383,"Levy-Melgueuil",417,358,3484,"#N/A",11,1996,"Pneumatique",5452
"1560TR5866","Chemin de Moularès",50,"65",35377,35383,"Trinquat-Antonelli",1080,937,10191,"#N/A",11,1996,"Pneumatique",5866
"1560TR1378","Chemin de Moularès",50,"64",35377,35383,"Palavas-Centrayrargues",770,753,8470,"#N/A",11,1996,"Pneumatique",1378
"1560TR1378","Chemin de Moularès",50,"63",35377,35383,"Centrayrargues-Palavas",378,447,3862,"#N/A",11,1996,"Pneumatique",1378
"1560TR5860","Chemin de Moularès",50,"23",35230,35236,"Antonelli-Pirée",1016,830,9515,"#N/A",6,1996,"Pneumatique",5860
"1560TR5860","Chemin de Moularès",50,"24",35230,35236,"Pirée-Antonelli",70,128,966,"#N/A",6,1996,"Pneumatique",5860
"1560TR5452","Chemin de Moularès",50,"29",35230,35236,"Pirée-Melguiel",403,350,3531,"#N/A",6,1996,"Pneumatique",5452
"1560TR3854","Chemin de Moularès",50,"30",35230,35236,"Melguiel-Faulquier",1010,1016,9372,"#N/A",6,1996,"Pneumatique",3854
"1560TR5864","Chemin de Moularès",50,"22",35230,35236,"Antonelli-Trinquat",325,591,4757,"#N/A",6,1996,"Pneumatique",5864
"1560TR5864","Chemin de Moularès",50,"21",35229,35235,"Trinquat-Antonelli",953,910,10187,"#N/A",6,1996,"Pneumatique",5864
"1560TR1378","Chemin de Moularès",50,"20",35230,35236,"Palavas-Centrayrargues",735,836,8916,"#N/A",6,1996,"Pneumatique",1378
"1560TR1378","Chemin de Moularès",50,"19",35230,35236,"Centrayrargues-Palavas",289,342,3120,"#N/A",6,1996,"Pneumatique",1378
"1230TR4921","Chemin de l'Hermitage",50,"957",38748,38754,"Dezeuze-Eglantiers",5,5,17,"#N/A",1,2006,"Pneumatique",4921
"1230TR4921","Chemin de l'Hermitage",50,"956",38748,38754,"Eglantiers-Dezeuze",12,13,67,"#N/A",1,2006,"Pneumatique",4921
"2687TR6686","Carrefour Paul-Henri Spaak",50,"299",36188,36194,"Juvignac-Liberte",205,223,2430,"#N/A",1,1999,"Pneumatique",6686
"3103TR2948","Carrefour Hubert Dubedout",50,"1011",38807,38813,"Ganges-Lyre",819,1225,8199,"#N/A",3,2006,"Pneumatique",2948
"3103TR2947","Carrefour Hubert Dubedout",50,"1012",38807,38813,"Lyre-Ganges",1773,1602,17236,"#N/A",3,2006,"Pneumatique",2947
"2240TR5730","Carrefour des Alizés",50,"146",35567,35573,"Perruque-Morlhon",182,211,1894,"#N/A",5,1997,"Pneumatique",5730
"2124TR904","Boulevard Victor Hugo",9999,"CT55_2011-03-21.xls",40623,40629,"Jeu de Paume-Comédie",412,395,5318,,3,2011,"Regulation",904
"2124TR921","Boulevard Victor Hugo",50,"1698",39871,39877,"Observatoire-Tunnel",1449,1378,18130,"#N/A",2,2009,"Pneumatique",921
"2124TR904","Boulevard Victor Hugo",50,"440",36978,36984,"Laissac-Citadelle",1743,1735,21560,"#N/A",3,2001,"Pneumatique",904
"3214TR273","Boulevard Télémaque",50,"1800",39977,39983,"Troie-Madrid",396,513,4257,"#N/A",6,2009,"Pneumatique",273
"3214TR1113","Boulevard Télémaque",50,"1803",39977,39983,"Madrid-Alexandrie",470,401,3166,"#N/A",6,2009,"Pneumatique",1113
"3214TR1113","Boulevard Télémaque",50,"1802",39977,39983,"Alexandrie-Madrid",570,633,5310,"#N/A",6,2009,"Pneumatique",1113
"3214TR273","Boulevard Télémaque",50,"1801",39977,39983,"Madrid-Troie",528,499,4354,"#N/A",6,2009,"Pneumatique",273
"1990TR5220","Boulevard Sarrail",50,"974",38759,38765,"Parking-Sarrail",100,177,835,"#N/A",2,2006,"Pneumatique",5220
"1990TR5220","Boulevard Sarrail",50,"973",38759,38765,"Sarrail-Parking",96,135,774,"#N/A",2,2006,"Pneumatique",5220
"1837TR5511","Boulevard Rabelais",9999,"CT76_2011-03-21.xls",40623,40629,"Fabrèges-Brazille",210,153,1818,,3,2011,"Regulation",5511
"1820TR5099","Boulevard Professeur Louis Vialleton",50,"1112",38989,38995,"Henri-Rollin",210,242,3070,"#N/A",9,2006,"Pneumatique",5099
"1820TR5099","Boulevard Professeur Louis Vialleton",50,"1110",38962,38968,"Aviler-Vialleton",264,272,3699,"#N/A",9,2006,"Pneumatique",5099
"1820TR5099","Boulevard Professeur Louis Vialleton",50,"1111",38989,38995,"Aviler-Rollin",326,336,4390,"#N/A",9,2006,"Pneumatique",5099
"1820TR5099","Boulevard Professeur Louis Vialleton",50,"1113",38989,38995,"Henri-Rollin",442,494,2766,"#N/A",9,2006,"Pneumatique",5099
"1820TR5100","Boulevard Professeur Louis Vialleton",50,"915",38678,38684,"Foch-Parking",159,156,1076,"#N/A",11,2005,"Pneumatique",5100
"1820TR95","Boulevard Professeur Louis Vialleton",50,"865",38609,38615,"busPaume-Vialleton",88,113,726,"#N/A",9,2005,"Pneumatique",95
"1820TR5099","Boulevard Professeur Louis Vialleton",50,"864",38609,38615,"Henri-Rollin",1243,1206,8945,"#N/A",9,2005,"Pneumatique",5099
"1820TR5099","Boulevard Professeur Louis Vialleton",50,"863",38609,38615,"Henri-Rollin",1611,1712,21928,"#N/A",9,2005,"Pneumatique",5099
"1820TR5100","Boulevard Professeur Louis Vialleton",50,"742",38251,38257,"Parking-Vialleton",141,109,941,"#N/A",9,2004,"Pneumatique",5100
"3213TR1116","Boulevard Pénélope",50,"1806",39977,39983,"Londres-Alexandrie",453,740,5527,"#N/A",6,2009,"Pneumatique",1116
"3213TR1116","Boulevard Pénélope",50,"1807",39977,39983,"Alexandrie-Londres",659,630,5151,"#N/A",6,2009,"Pneumatique",1116
"3213TR272","Boulevard Pénélope",50,"565",37635,37641,"Odysseum-Londres",126,147,1533,"#N/A",1,2003,"Pneumatique",272
"3213TR272","Boulevard Pénélope",50,"564",37635,37641,"Londres-Odysseum",190,294,1770,"#N/A",1,2003,"Pneumatique",272
"1686TR1567","Boulevard Pedro de Luna",50,"316",36278,36284,"Maurin-Angouleme",332,470,3976,"#N/A",4,1999,"Pneumatique",1567
"1686TR1567","Boulevard Pedro de Luna",50,"317",36278,36284,"Angouleme-Maurin",342,334,2926,"#N/A",4,1999,"Pneumatique",1567
"1678TR1886","Boulevard Paul Valéry",50,"1574",39772,39778,"Flandres-Pavelet",1133,1069,12308,"#N/A",11,2008,"Pneumatique",1886
"1678TR6003","Boulevard Paul Valéry",50,"1571",39772,39778,"Vanières-Flandres",1431,1361,16361,"#N/A",11,2008,"Pneumatique",6003
"1678TR520","Boulevard Paul Valéry",50,"1396",39472,39478,"Carrefour-Valery",257,243,2445,"#N/A",1,2008,"Pneumatique",520
"1678TR520","Boulevard Paul Valéry",50,"1397",39472,39478,"Valery-Carrefour",285,413,3209,"#N/A",1,2008,"Pneumatique",520
"1678TR6003","Boulevard Paul Valéry",50,"1392",39472,39478,"Dunkerque-Vanières",757,1046,5819,"#N/A",1,2008,"Pneumatique",6003
"1678TR6003","Boulevard Paul Valéry",50,"1393",39472,39478,"Vanières-Dunkerque",1208,1034,12906,"#N/A",1,2008,"Pneumatique",6003
"1660TR4237","Boulevard Pasteur",50,"636",37904,37910,"Albert-Blanc",690,706,8712,"#N/A",10,2003,"Pneumatique",4237
"1660TR4237","Boulevard Pasteur",50,"611",37786,37792,"Albert-Blanc",623,581,7923,"Compteur défectueux",6,2003,"Pneumatique",4237
"1400TR130","Boulevard Louis Blanc",50,"1924",40203,40209,"Pasteur-Corum",68,70,611,"#N/A",1,2010,"Pneumatique",130
"1400TR130","Boulevard Louis Blanc",50,"922",38692,38698,"Pasteur-Corum",69,48,336,"#N/A",12,2005,"Pneumatique",130
"1400TR596","Boulevard Louis Blanc",50,"765",38272,38278,"Blanc-Gaules",222,182,1770,"#N/A",10,2004,"Pneumatique",596
"1400TR130","Boulevard Louis Blanc",50,"759",38272,38278,"Albert-Corum",79,74,822,"#N/A",10,2004,"Pneumatique",130
"1400TR130","Boulevard Louis Blanc",50,"635",37904,37910,"Pasteur-Nimes",613,621,7724,"#N/A",10,2003,"Pneumatique",130
"1400TR130","Boulevard Louis Blanc",50,"612",37786,37792,"Pasteur-Nimes",635,786,8678,"#N/A",6,2003,"Pneumatique",130
"1400TR130","Boulevard Louis Blanc",50,"187",35689,35695,"Pasteur-Verniere",1402,1848,19790,"#N/A",9,1997,"Pneumatique",130
"1367TR4721","Boulevard Ledru-Rollin",9999,"CT54_2011-03-21.xls",40623,40629,"Foch-Jeu de Paume",190,189,2508,,3,2011,"Regulation",4721
"2239TR5974","Boulevard Jacques Fabre de Morlhon",50,"463",37056,37062,"Alpes-Industrie",1576,1668,8374,"Compteur défectueux",6,2001,"Pneumatique",5974
"1222TR4769","Boulevard Henry IV",9999,"CT45_2011-03-21.xls",40623,40629,"Broussonnet-Saint Ja",210,182,2266,,3,2011,"Regulation",4769
"1222TR4270","Boulevard Henri IV",50,"536",37516,37522,"Albert-Vialleton",915,861,8105,"#N/A",9,2002,"Pneumatique",4270
"978TR3764","Boulevard Ernest Renan",50,"1908",40186,40192,"Maur-Estragon",87,69,422,"#N/A",1,2010,"Pneumatique",3764
"978TR3764","Boulevard Ernest Renan",50,"1907",40186,40192,"Estragon-Maur",97,74,502,"#N/A",1,2010,"Pneumatique",3764
"978TR3764","Boulevard Ernest Renan",50,"667",38002,38008,"Maur-Ricard",74,92,359,"#N/A",1,2004,"Pneumatique",3764
"978TR3764","Boulevard Ernest Renan",50,"668",38002,38008,"Ricard-Maur",81,56,433,"#N/A",1,2004,"Pneumatique",3764
"1305TR6287","Boulevard du Jeu de Paume",50,"867",38609,38615,"Rollin-Adam",2069,2086,23437,"Tube coupé",9,2005,"Pneumatique",6287
"1305TR89","Boulevard du Jeu de Paume",50,"866",38609,38615,"Rollin-Adam",1398,1448,20104,"#N/A",9,2005,"Pneumatique",89
"1627TR5805","Boulevard d'Orient",50,"1288",39323,39329,"Palavas-Strasbourg",646,556,7115,"R.A.S",8,2007,"Pneumatique",5805
"1627TR5812","Boulevard d'Orient",50,"80",35377,35383,"Palavas-Strasbourg",788,851,8748,"#N/A",11,1996,"Pneumatique",5812
"1627TR5812","Boulevard d'Orient",50,"79",35377,35383,"Palavas-Dubout",750,788,6863,"#N/A",11,1996,"Pneumatique",5812
"1627TR5812","Boulevard d'Orient",50,"36",35230,35236,"Orient-Strasbourg",700,770,8869,"#N/A",6,1996,"Pneumatique",5812
"1627TR5812","Boulevard d'Orient",50,"35",35230,35236,"Orient-Dubout",796,854,7942,"#N/A",6,1996,"Pneumatique",5812
"2018TR3741","Boulevard des Sports",50,"1184",39072,39078,"Sauret-Novigens",208,163,1368,"#N/A",12,2006,"Pneumatique",3741
"2018TR3741","Boulevard des Sports",50,"1183",39072,39078,"Novigens-Sauret",289,335,2226,"#N/A",12,2006,"Pneumatique",3741
"2018TR3741","Boulevard des Sports",50,"1065",38860,38866,"Sauret-Novigens",288,293,2357,"#N/A",5,2006,"Pneumatique",3741
"2018TR3741","Boulevard des Sports",50,"1064",38860,38866,"Novigens-Sauret",303,386,3470,"#N/A",5,2006,"Pneumatique",3741
"2018TR3388","Boulevard des Sports",30,"805",38442,38448,"Maur-Maurice",304,367,3274,"#N/A",3,2005,"Pneumatique",3388
"2018TR3388","Boulevard des Sports",30,"806",38442,38448,"Maurice-Maur",234,262,2206,"#N/A",3,2005,"Pneumatique",3388
"2018TR3388","Boulevard des Sports",50,"429",36915,36921,"Maur-Sauret",299,416,2716,"#N/A",1,2001,"Pneumatique",3388
"2018TR3388","Boulevard des Sports",50,"428",36915,36921,"Sauret-Maur",205,258,1533,"#N/A",1,2001,"Pneumatique",3388
"828TR5447","Boulevard des Consuls de Mer",50,"77",35377,35383,"Melgueuil-Bene",134,192,1865,"#N/A",11,1996,"Pneumatique",5447
"828TR5447","Boulevard des Consuls de Mer",50,"78",35377,35383,"Bene -Melgueuil",78,85,896,"#N/A",11,1996,"Pneumatique",5447
"828TR5447","Boulevard des Consuls de Mer",50,"33",35230,35236,"Moularès-Pirée",135,165,1853,"#N/A",6,1996,"Pneumatique",5447
"828TR5447","Boulevard des Consuls de Mer",50,"34",35230,35236,"Pirée-Moularès",44,77,567,"#N/A",6,1996,"Pneumatique",5447
"497TR4575","Boulevard des Arceaux",9999,"CT47_2011-03-21.xls",40623,40629,"Milhaud-Saint Louis",284,237,2857,,3,2011,"Regulation",4575
