Identifiant Observation,Ordre Observation,Nom Sélectionné,Numéro Nomenclatural Nom Selectionné,Nom Retenu,Numéro Nomenclatural Nom Retenu,Numéro Taxonomique,Famille,Référentiel Taxonomique,Code Insee,Commune,Lieu-Dit,Station,Milieu,Latitude,Longitude,Référentiel Géographique,Date Observation,Mots Clés,Commentaires,Date Création,Date Modification,Date Transmission
7205,6879,Carduus pycnocephalus L.,75026,Carduus pycnocephalus L.,75026,30018,Asteraceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Le Lez,DDA9,,,,,2008-05-20 00:00:00,A verifier,Audrey BENAVENT et Julien BARATAUD,2008-06-19 16:18:34,2008-06-19 16:18:34,2010-10-27 15:39:24
7206,6880,Smyrnium olusatrum L.,64837,Smyrnium olusatrum L.,64837,301,Apiaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Le Lez,DDA9,,,,,2008-05-20 00:00:00,A verifier,Audrey BENAVENT et Julien BARATAUD,2008-06-19 16:18:57,2008-06-19 16:18:57,2010-10-27 15:39:24
7207,6881,Humulus lupulus L.,34958,Humulus lupulus L.,34958,1947,Cannabaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Le Lez,DDA9,,,,,2008-05-20 00:00:00,A verifier,Audrey BENAVENT et Julien BARATAUD,2008-06-19 16:19:32,2008-06-19 16:19:32,2010-10-27 15:39:24
7208,6882,Ludwigia peploides (Kunth) P.H.Raven,40139,Ludwigia peploides (Kunth) P.H.Raven,40139,3910,Onagraceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Le Lez,DDA9,,,,,2008-05-20 00:00:00,A verifier,Audrey BENAVENT et Julien BARATAUD,2008-06-19 16:20:00,2008-07-29 15:02:13,2010-10-27 15:39:24
7209,6883,Nasturtium officinale R.Br.,43852,Nasturtium officinale R.Br.,43852,1765,Brassicaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Le Lez,DDA9,,,,,2008-05-20 00:00:00,A verifier,Audrey BENAVENT et Julien BARATAUD,2008-06-19 16:20:22,2008-06-19 16:20:22,2010-10-27 15:39:24
7210,6884,Sonchus oleraceus L.,65212,Sonchus asper subsp. asper,65172,1228,Asteraceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Le Lez,DDA9,,,,,2008-05-20 00:00:00,A verifier,Audrey BENAVENT et Julien BARATAUD,2008-06-19 16:20:39,2008-06-19 16:20:39,2010-10-27 15:39:24
7211,6885,Convolvulus arvensis L.,75060,Convolvulus arvensis L.,75060,30052,Convolvulaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Le Lez,DDA9,,,,,2008-05-20 00:00:00,A verifier,Audrey BENAVENT et Julien BARATAUD,2008-06-19 16:21:01,2008-06-19 16:21:01,2010-10-27 15:39:24
7212,6886,Knautia arvensis (L.) Coult.,75201,Knautia arvensis (L.) Coult.,75201,30193,Caprifoliaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Le Lez,DDA9,,,,,2008-05-20 00:00:00,A verifier,Audrey BENAVENT et Julien BARATAUD,2008-06-19 16:22:56,2008-06-19 16:22:56,2010-10-27 15:39:24
7213,6887,Sambucus ebulus L.,60236,Sambucus ebulus L.,60236,1967,Adoxaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Le Lez,DDA9,,,,,2008-05-20 00:00:00,A verifier,Audrey BENAVENT et Julien BARATAUD,2008-06-19 16:23:10,2008-06-19 16:23:10,2010-10-27 15:39:24
7214,6888,Verbascum sinuatum L.,70972,Verbascum sinuatum L.,70972,5485,Scrophulariaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Le Lez,DDA9,,,,,2008-05-20 00:00:00,A verifier,Audrey BENAVENT et Julien BARATAUD,2008-06-19 16:23:23,2008-06-19 16:23:23,2010-10-27 15:39:24
7215,6889,Asparagus officinalis L.,7231,Asparagus officinalis L.,7231,8682,Asparagaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Le Lez,DDA9,,,,,2008-05-20 00:00:00,A verifier,Audrey BENAVENT et Julien BARATAUD,2008-06-19 16:23:40,2008-06-19 16:23:40,2010-10-27 15:39:24
7216,6890,Silene vulgaris (Moench) Garcke,64419,Silene vulgaris (Moench) Garcke,64419,14537,Caryophyllaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Le Lez,DDA9,,,,,2008-05-20 00:00:00,A verifier,Audrey BENAVENT et Julien BARATAUD,2008-06-19 16:23:50,2008-06-19 16:23:50,2010-10-27 15:39:24
7217,6891,Ranunculus repens L.,55340,Ranunculus repens L.,55340,4561,Ranunculaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Le Lez,DDA9,,,,,2008-05-20 00:00:00,A verifier,Audrey BENAVENT et Julien BARATAUD,2008-06-19 16:24:09,2008-06-19 16:24:09,2010-10-27 15:39:24
7218,6892,Medicago sativa L.,41470,Medicago sativa L.,41470,3041,Fabaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Le Lez,DDA9,,,,,2008-05-20 00:00:00,A verifier,Audrey BENAVENT et Julien BARATAUD,2008-06-19 16:24:28,2008-06-19 16:24:28,2010-10-27 15:39:24
7219,6893,Scrophularia auriculata L.,61973,Scrophularia auriculata L.,61973,5458,Scrophulariaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Le Lez,DDA9,,,,,2008-05-20 00:00:00,A verifier,Audrey BENAVENT et Julien BARATAUD,2008-06-19 16:29:23,2008-06-19 16:29:23,2010-10-27 15:39:24
7220,6894,Medicago sativa L.,41470,Medicago sativa L.,41470,3041,Fabaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Le Lez,DDA9,,,,,2008-05-20 00:00:00,A verifier,Audrey BENAVENT et Julien BARATAUD,2008-06-19 16:29:46,2008-06-19 16:29:46,2010-10-27 15:39:24
7221,6895,Platanus hybrida Brot.,50148,Platanus x hispanica Mill. ex Münchh.,50147,4109,Platanaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Le Lez,DDA9,,,,,2008-05-20 00:00:00,A verifier,Audrey BENAVENT et Julien BARATAUD,2008-06-19 16:30:01,2008-06-19 16:30:01,2010-10-27 15:39:24
7222,6896,Equisetum arvense L.,24488,Equisetum arvense L.,24488,7397,Equisetaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Le Lez,DDA9,,,,,2008-05-20 00:00:00,A verifier,Audrey BENAVENT et Julien BARATAUD,2008-06-19 16:30:45,2008-06-19 16:30:45,2010-10-27 15:39:24
7223,6897,Silybum marianum (L.) Gaertn.,64454,Silybum marianum (L.) Gaertn.,64454,1212,Asteraceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Le Lez,DDA9,,,,,2008-05-20 00:00:00,A verifier,Audrey BENAVENT et Julien BARATAUD,2008-06-19 16:30:56,2008-06-19 16:30:56,2010-10-27 15:39:24
7224,6898,Lolium perenne L.,39692,Lolium perenne L.,39692,6983,Poaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Le Lez,DDA9,,,,,2008-05-20 00:00:00,A verifier,Audrey BENAVENT et Julien BARATAUD,2008-06-19 16:31:41,2008-06-19 16:31:41,2010-10-27 15:39:24
7225,6899,Clematis vitalba L.,18235,Clematis vitalba L.,18235,4436,Ranunculaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Le Lez,DDA9,,,,,2008-05-20 00:00:00,A verifier,Audrey BENAVENT et Julien BARATAUD,2008-06-19 16:32:03,2008-06-19 16:32:03,2010-10-27 15:39:24
7226,6900,Geranium robertianum L.,30044,Geranium robertianum L.,30044,3435,Geraniaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Le Lez,DDA9,,,,,2008-05-20 00:00:00,A verifier,Audrey BENAVENT et Julien BARATAUD,2008-06-19 18:35:05,2008-06-19 18:35:05,2010-10-27 15:39:24
7227,6901,Sonchus oleraceus L.,65205,Sonchus oleraceus L.,65205,1232,Asteraceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Le Lez,DDA9,,,,,2008-05-20 00:00:00,A verifier,Audrey BENAVENT et Julien BARATAUD,2008-06-19 18:35:38,2008-06-19 18:35:38,2010-10-27 15:39:24
7228,6902,Avena sterilis L.,8901,Avena sativa subsp. sterilis (L.) De Wet,101784,6651,Poaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Le Lez,DDA9,,,,,2008-05-20 00:00:00,A verifier,Audrey BENAVENT et Julien BARATAUD,2008-06-19 18:35:45,2008-06-19 18:35:45,2010-10-27 15:39:24
7229,6903,Trifolium arvense L.,68989,Trifolium arvense L.,68989,14822,Fabaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Le Lez,DDA9,,,,,2008-05-20 00:00:00,A verifier,Audrey BENAVENT et Julien BARATAUD,2008-06-19 18:36:05,2008-06-19 18:36:05,2010-10-27 15:39:24
7230,6904,Trifolium pratense L.,69291,Trifolium pratense L.,69291,14832,Fabaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Le Lez,DDA9,,,,,2008-05-20 00:00:00,A verifier,Audrey BENAVENT et Julien BARATAUD,2008-06-19 18:36:27,2008-06-19 18:36:27,2010-10-27 15:39:24
7231,6905,Bromus hordeaceus L.,10780,Bromus hordeaceus L.,10780,6698,Poaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Le Lez,DDA9,,,,,2008-05-20 00:00:00,A verifier,Audrey BENAVENT et Julien BARATAUD,2008-06-19 18:36:43,2008-06-19 18:36:43,2010-10-27 15:39:24
7458,134,Cichorium intybus L.,17314,Cichorium intybus L.,17314,661,Asteraceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Quartier St Clément,,,,,,2008-06-24 00:00:00,,,2008-06-24 20:53:52,2008-06-24 21:09:22,2008-06-24 21:09:22
7712,7159,Arrhenatherum elatius (L.) P.Beauv. ex J.Presl & C.Presl,6701,Arrhenatherum elatius (L.) P.Beauv. ex J.Presl & C.Presl,6701,8654,Poaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Le Rieucoulon,DDA9,,,,,2008-05-21 00:00:00,A verifier,Audrey BENAVENT et Julien BARATAUD,2008-06-27 19:46:43,2008-06-27 19:46:43,2010-10-27 15:39:24
7713,7160,Geranium dissectum L.,29941,Geranium dissectum L.,29941,3420,Geraniaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Le Rieucoulon,DDA9,,,,,2008-05-21 00:00:00,A verifier,Audrey BENAVENT et Julien BARATAUD,2008-06-27 19:46:57,2008-06-27 19:46:57,2010-10-27 15:39:24
7714,7161,Amaranthus retroflexus L.,4009,Amaranthus retroflexus L.,4009,49,Amaranthaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Le Rieucoulon,DDA9,,,,,2008-05-21 00:00:00,A verifier,Audrey BENAVENT et Julien BARATAUD,2008-06-27 19:54:29,2008-06-27 19:54:29,2010-10-27 15:39:24
7803,7210,Clematis flammula L.,18206,Clematis flammula L.,18206,4434,Ranunculaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Le Rieucoulon,DDA9,,,,,2008-06-26 00:00:00,A verifier,Thibaut SUISSE,2008-06-29 17:52:08,2008-06-29 17:52:08,2010-10-27 15:39:24
7804,7211,Calystegia sepium (L.) R.Br.,12341,Calystegia sepium (L.) R.Br.,12341,2448,Convolvulaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Le Rieucoulon,DDA9,,,,,2008-06-26 00:00:00,A verifier,Thibaut SUISSE,2008-06-29 17:52:22,2008-06-29 17:52:44,2010-10-27 15:39:24
7805,7212,Lythrum salicaria L.,40631,Lythrum salicaria L.,40631,3792,Lythraceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Le Rieucoulon,DDA9,,,,,2008-06-26 00:00:00,A verifier,Thibaut SUISSE,2008-06-29 17:53:03,2008-06-29 17:53:03,2010-10-27 15:39:24
7806,7213,Sorghum halepense (L.) Pers.,65357,Sorghum halepense (L.) Pers.,65357,7142,Poaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Le Rieucoulon,DDA9,,,,,2008-06-26 00:00:00,A verifier,Thibaut SUISSE,2008-06-29 17:53:49,2008-06-29 17:53:49,2010-10-27 15:39:24
7807,7214,Arctium minus (Hill) Bernh.,6091,Arctium minus (Hill) Bernh.,6091,417,Asteraceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Le Rieucoulon,DDA9,,,,,2008-06-26 00:00:00,A verifier,Thibaut SUISSE,2008-06-29 17:54:07,2008-06-29 17:54:07,2010-10-27 15:39:24
7808,7215,Cyperus eragrostis Lam.,20727,Cyperus eragrostis Lam.,20727,6011,Cyperaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Le Rieucoulon,DDA9,,,,,2008-06-26 00:00:00,A verifier,Thibaut SUISSE,2008-06-29 17:54:24,2008-06-29 17:54:24,2010-10-27 15:39:24
7809,7216,Vinca major L.,75435,Vinca major L.,75435,30427,Apocynaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Le Rieucoulon,DDA9,,,,,2008-06-26 00:00:00,A verifier,Thibaut SUISSE,2008-06-29 17:54:49,2008-06-29 17:54:49,2010-10-27 15:39:24
7810,7217,Crepis echioides (L.) All.,19647,Helminthotheca echioides (L.) Holub,31546,1101,Asteraceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Le Rieucoulon,DDA9,,,,,2008-06-26 00:00:00,A verifier,Thibaut SUISSE,2008-06-29 17:55:07,2008-06-29 17:55:07,2010-10-27 15:39:24
7811,7218,Plantago lanceolata L.,49948,Plantago lanceolata L.,49948,4094,Plantaginaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Le Rieucoulon,DDA9,,,,,2008-06-26 00:00:00,A verifier,Thibaut SUISSE,2008-06-29 17:55:24,2008-06-29 17:55:24,2010-10-27 15:39:24
7812,7219,Plantago major L.,49976,Plantago major L.,49976,4096,Plantaginaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Le Rieucoulon,DDA9,,,,,2008-06-26 00:00:00,A verifier,Thibaut SUISSE,2008-06-29 17:55:40,2008-06-29 17:55:40,2010-10-27 15:39:24
7813,7220,Rhamnus alaternus L.,55789,Rhamnus alaternus L.,55789,4617,Rhamnaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Le Rieucoulon,DDA9,,,,,2008-06-26 00:00:00,A verifier,Thibaut SUISSE,2008-06-29 17:55:57,2008-06-29 17:55:57,2010-10-27 15:39:24
7814,7221,Rumex crispus L.,58698,Rumex crispus L.,58698,4262,Polygonaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Le Rieucoulon,DDA9,,,,,2008-06-26 00:00:00,A verifier,Thibaut SUISSE,2008-06-29 17:56:10,2008-06-29 17:56:10,2010-10-27 15:39:24
7815,7222,Chenopodium album L.,16741,Chenopodium album L.,16741,2335,Amaranthaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Le Rieucoulon,DDA9,,,,,2008-06-26 00:00:00,A verifier,Thibaut SUISSE,2008-06-29 17:56:28,2008-06-29 17:56:28,2010-10-27 15:39:24
7816,7223,Typha angustifolia L.,70133,Typha angustifolia L.,70133,7261,Typhaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Le Rieucoulon,DDA9,,,,,2008-06-26 00:00:00,A verifier,Thibaut SUISSE,2008-06-29 17:56:55,2008-06-29 17:56:55,2010-10-27 15:39:24
7817,7224,Rumex sanguineus L.,58883,Rumex sanguineus L.,58883,4284,Polygonaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Le Rieucoulon,DDA9,,,,,2008-06-26 00:00:00,A verifier,Thibaut SUISSE,2008-06-29 17:57:07,2008-06-29 17:57:07,2010-10-27 15:39:24
7818,7225,Dipsacus fullonum,22677,Dipsacus sativus (L.) Honck.,22689,2587,Caprifoliaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Le Rieucoulon,DDA9,,,,,2008-06-26 00:00:00,A verifier,Thibaut SUISSE,2008-06-29 17:57:33,2008-06-29 17:57:33,2010-10-27 15:39:24
7819,7226,Agrostis stolonifera L.,1908,Agrostis stolonifera L.,1908,8558,Poaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Le Rieucoulon,DDA9,,,,,2008-06-26 00:00:00,A verifier,Thibaut SUISSE,2008-06-29 17:57:52,2008-06-29 17:57:52,2010-10-27 15:39:24
7820,7227,Cirsium arvense (L.) Scop.,17468,Cirsium arvense (L.) Scop.,17468,664,Asteraceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Le Rieucoulon,DDA9,,,,,2008-06-26 00:00:00,A verifier,Thibaut SUISSE,2008-06-29 17:58:28,2008-06-29 17:58:28,2010-10-27 15:39:24
7821,7228,Epilobium tetragonum L.,24336,Epilobium tetragonum L.,24336,9924,Onagraceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Le Rieucoulon,DDA9,,,,,2008-06-26 00:00:00,A verifier,Thibaut SUISSE,2008-06-29 17:58:52,2008-06-29 17:58:52,2010-10-27 15:39:24
7822,7229,Cichorium intybus L.,17314,Cichorium intybus L.,17314,661,Asteraceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Le Rieucoulon,DDA9,,,,,2008-06-26 00:00:00,A verifier,Thibaut SUISSE,2008-06-29 17:59:15,2008-06-29 17:59:15,2010-10-27 15:39:24
7823,7230,Polygonum aviculare L.,51363,Polygonum aviculare L.,51363,4224,Polygonaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Le Rieucoulon,DDA9,,,,,2008-06-26 00:00:00,A verifier,Thibaut SUISSE,2008-06-29 18:06:53,2008-06-29 18:06:53,2010-10-27 15:39:24
7824,7231,Althaea cannabina L.,3729,Althaea cannabina L.,3729,3802,Malvaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Le Rieucoulon,DDA9,,,,,2008-06-26 00:00:00,A verifier,Thibaut SUISSE,2008-06-29 18:07:24,2008-06-29 18:07:24,2010-10-27 15:39:24
7825,7232,Saponaria officinalis L.,60403,Saponaria officinalis L.,60403,2178,Caryophyllaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Le Rieucoulon,DDA9,,,,,2008-06-26 00:00:00,A verifier,Thibaut SUISSE,2008-06-29 18:07:45,2008-06-29 18:07:45,2010-10-27 15:39:24
7826,7233,Festuca arundinacea Schreb.,26613,Festuca arundinacea Schreb.,26613,10048,Poaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Le Rieucoulon,DDA9,,,,,2008-06-26 00:00:00,A verifier,Thibaut SUISSE,2008-06-29 18:08:01,2008-06-29 18:08:01,2010-10-27 15:39:24
7827,7234,Anagallis caerulea L.,4381,Lysimachia arvensis (L.) U.Manns & Anderb. subsp. arvensis,101469,4306,Primulaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Le Rieucoulon,DDA9,,,,,2008-06-26 00:00:00,A verifier,Thibaut SUISSE,2008-06-29 18:08:28,2008-06-29 18:08:28,2010-10-27 15:39:24
7828,7235,Bromus catharticus Vahl,10623,Bromus catharticus Vahl,10623,6687,Poaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Le Rieucoulon,DDA9,,,,,2008-06-26 00:00:00,A verifier,Thibaut SUISSE,2008-06-29 18:08:56,2008-06-29 18:08:56,2010-10-27 15:39:24
7829,7236,Artemisia verlotiorum Lamotte,6983,Artemisia verlotiorum Lamotte,6983,458,Asteraceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Le Rieucoulon,DDA9,,,,,2008-06-26 00:00:00,A verifier,Thibaut SUISSE,2008-06-29 18:11:11,2008-06-29 18:11:11,2010-10-27 15:39:24
7830,7237,Convolvulus arvensis L.,75060,Convolvulus arvensis L.,75060,30052,Convolvulaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Le Rieucoulon,DDA9,,,,,2008-06-26 00:00:00,A verifier,Thibaut SUISSE,2008-06-29 18:11:38,2008-06-29 18:11:38,2010-10-27 15:39:24
7831,7238,Salix alba L.,59255,Salix alba L.,59255,5134,Salicaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Le Rieucoulon,DDA9,,,,,2008-06-26 00:00:00,A verifier,Thibaut SUISSE,2008-06-29 18:11:48,2008-06-29 18:11:48,2010-10-27 15:39:24
7832,7239,Apium nodiflorum (L.) Lag.,5658,Helosciadium nodiflorum (L.) W.D.J.Koch,31557,8634,Apiaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Le Rieucoulon,DDA9,,,,,2008-06-26 00:00:00,A verifier,Thibaut SUISSE,2008-06-29 18:12:01,2008-06-29 18:12:01,2010-10-27 15:39:24
7833,7240,Anthriscus sylvestris (L.) Hoffm.,5290,Anthriscus sylvestris (L.) Hoffm.,5290,8626,Apiaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Le Rieucoulon,DDA9,,,,,2008-06-26 00:00:00,A verifier,Thibaut SUISSE,2008-06-29 18:12:45,2008-06-29 18:12:45,2010-10-27 15:39:24
7834,7241,Fraxinus angustifolia subsp. oxycarpa (M.Bieb. ex Willd.) Franco & Rocha Afonso,28212,Fraxinus angustifolia subsp. oxycarpa (M.Bieb. ex Willd.) Franco & Rocha Afonso,28212,3943,Oleaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Le Rieucoulon,DDA9,,,,,2008-06-26 00:00:00,A verifier,Thibaut SUISSE,2008-06-29 18:13:04,2008-06-29 18:13:04,2010-10-27 15:39:24
7835,7242,Juncus inflexus L.,36551,Juncus inflexus L.,36551,6146,Juncaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Le Rieucoulon,DDA9,,,,,2008-06-26 00:00:00,A verifier,Thibaut SUISSE,2008-06-29 18:13:28,2008-06-29 18:13:28,2010-10-27 15:39:24
7836,7243,Epilobium parviflorum Schreb.,24259,Epilobium parviflorum Schreb.,24259,3897,Onagraceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Le Rieucoulon,DDA9,,,,,2008-06-26 00:00:00,A verifier,Thibaut SUISSE,2008-06-29 18:13:53,2008-06-29 18:13:53,2010-10-27 15:39:24
7837,7244,Sambucus ebulus L.,60236,Sambucus ebulus L.,60236,1967,Adoxaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Le Rieucoulon,DDA9,,,,,2008-06-26 00:00:00,A verifier,Thibaut SUISSE,2008-06-29 18:14:11,2008-06-29 18:14:11,2010-10-27 15:39:24
7838,7245,Nasturtium officinale R.Br.,43852,Nasturtium officinale R.Br.,43852,1765,Brassicaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Le Rieucoulon,DDA9,,,,,2008-06-26 00:00:00,A verifier,Thibaut SUISSE,2008-06-29 18:14:29,2008-06-29 18:14:29,2010-10-27 15:39:24
7839,7246,Dittrichia viscosa (L.) Greuter,75097,Dittrichia viscosa (L.) Greuter,75097,30089,Asteraceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Le Rieucoulon,DDA9,,,,,2008-06-26 00:00:00,A verifier,Thibaut SUISSE,2008-06-29 18:14:48,2011-01-20 10:40:11,2010-10-27 15:39:24
7840,7247,Rubus ulmifolius Schott,58514,Rubus ulmifolius Schott,58514,4969,Rosaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Le Rieucoulon,DDA9,,,,,2008-06-26 00:00:00,A verifier,Thibaut SUISSE,2008-06-29 18:15:02,2008-06-29 18:15:02,2010-10-27 15:39:24
7841,7248,Acer negundo L.,74932,Acer negundo L.,74932,29924,Sapindaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Le Rieucoulon,DDA9,,,,,2008-06-26 00:00:00,A verifier,Thibaut SUISSE,2008-06-29 18:15:21,2008-06-29 18:15:21,2010-10-27 15:39:24
7842,7249,Epilobium montanum L.,24206,Epilobium montanum L.,24206,3893,Onagraceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Le Rieucoulon,DDA9,,,,,2008-06-26 00:00:00,A verifier,Thibaut SUISSE,2008-06-29 18:15:42,2008-06-29 18:15:42,2010-10-27 15:39:24
7843,7250,Populus alba L.,51965,Populus alba L.,51965,5124,Salicaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Le Rieucoulon,DDA9,,,,,2008-06-26 00:00:00,A verifier,Thibaut SUISSE,2008-06-29 18:16:22,2008-06-29 18:16:22,2010-10-27 15:39:24
7844,7251,Conyza canadensis (L.) Cronquist,18836,Erigeron canadensis L.,24880,700,Asteraceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Le Rieucoulon,DDA9,,,,,2008-06-26 00:00:00,A verifier,Thibaut SUISSE,2008-06-29 18:16:36,2008-06-29 18:16:36,2010-10-27 15:39:24
7845,7252,Blackstonia perfoliata (L.) Huds.,9876,Blackstonia perfoliata (L.) Huds.,9876,3329,Gentianaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Le Rieucoulon,DDA9,,,,,2008-06-26 00:00:00,A verifier,Thibaut SUISSE,2008-06-29 18:16:51,2008-06-29 18:16:51,2010-10-27 15:39:24
7846,7253,Arrhenatherum elatius (L.) P.Beauv. ex J.Presl & C.Presl,6701,Arrhenatherum elatius (L.) P.Beauv. ex J.Presl & C.Presl,6701,8654,Poaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Le Rieucoulon,DDA9,,,,,2008-06-26 00:00:00,A verifier,Thibaut SUISSE,2008-06-29 18:26:24,2008-06-29 18:26:24,2010-10-27 15:39:24
7847,7254,Taraxacum officinale Weber,66979,Taraxacum campylodes G.E.Haglund,74895,29903,Asteraceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Le Rieucoulon,DDA9,,,,,2008-06-26 00:00:00,A verifier,Thibaut SUISSE,2008-06-29 18:26:52,2008-06-29 18:26:52,2010-10-27 15:39:24
7848,7255,Arundo donax L.,7099,Arundo donax L.,7099,6639,Poaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Le Rieucoulon,DDA9,,,,,2008-06-26 00:00:00,A verifier,Thibaut SUISSE,2008-06-29 18:27:25,2008-06-29 18:27:25,2010-10-27 15:39:24
7849,7256,Rosa arvensis Huds.,56523,Rosa arvensis Huds.,56523,4861,Rosaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Le Rieucoulon,DDA9,,,,,2008-06-26 00:00:00,A verifier,Thibaut SUISSE,2008-06-29 18:27:40,2008-06-29 18:27:40,2010-10-27 15:39:24
7850,7257,Silene italica (L.) Pers.,75379,Silene italica (L.) Pers.,75379,30371,Caryophyllaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Le Rieucoulon,DDA9,,,,,2008-06-26 00:00:00,A verifier,Thibaut SUISSE,2008-06-29 18:28:19,2008-06-29 18:28:19,2010-10-27 15:39:24
7851,7258,Senecio inaequidens DC.,62909,Senecio inaequidens DC.,62909,1176,Asteraceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Le Rieucoulon,DDA9,,,,,2008-06-26 00:00:00,A verifier,Thibaut SUISSE,2008-06-29 18:28:42,2008-06-29 18:28:42,2010-10-27 15:39:24
7852,7259,Beta maritima L.,9506,Beta vulgaris subsp. maritima (L.) Arcang.,9517,2333,Amaranthaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Le Rieucoulon,DDA9,,,,,2008-06-26 00:00:00,A verifier,Thibaut SUISSE,2008-06-29 18:29:42,2008-06-29 18:29:42,2010-10-27 15:39:24
10179,138,Scabiosa columbaria L.,61116,Scabiosa columbaria L.,61116,2612,Caprifoliaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Quartier St Clément,,,,,,2008-09-24 00:00:00,,,2008-09-24 20:39:29,2008-09-24 20:39:40,2008-09-24 20:39:40
