"CIRCULATIO,C,50","CODCOMM,C,6","DOMAINE,C,50","HIERARCHIE,C,50","ID_ARC,N,10,0","F_ID_NODE,N,10,0","LONGUEUR,N,19,8","NOTES,C,80","NUM_D_D,N,10,0","NUM_D_F,N,10,0","NUM_G_D,N,10,0","NUM_G_F,N,10,0","NUMERO,C,20","OCCUPATION,C,50","PERIMETRE,N,19,8","RIVOLI,C,4","SUF_D_D,C,3","SUF_D_F,C,3","SUF_G_D,C,3","SUF_G_F,C,3","SURFACE,N,19,8","SYMBOL,N,10,0","T_ID_NODE,N,10,0","TYPE,C,50","DUOP,C,1","PROPRIO,C,50","ZAC,C,100","SHAPE_LEN,N,19,11","tarifs2011,C,50"
"DOUBLE SENS","340172","Publique",,182,219,"137,3999939",,0,0,0,0,"FILAIRE_182",,0,"2748",,,,,0,0,218,,"N",,,"137,434694609",
"DOUBLE SENS","340172","Publique",,183,220,"45,59999847",,0,0,0,0,"FILAIRE_183",,0,"1622",,,,,0,0,30,,"N",,,"45,6654775096",
"DOUBLE SENS","340172","Publique",,184,43,"16,5",,0,0,0,0,"FILAIRE_184","Piéton",0,"1763",,,,,0,0,221,,"N",,,"16,4710575841",
"DOUBLE SENS","340172","Publique",,185,222,29,,0,0,0,0,"FILAIRE_185",,0,"1014",,,,,0,0,223,,"N",,,"29,0111433289","vert"
"SENS UNIQUE","340172","Publique",,186,11099,"25,89999962",,0,0,0,0,"FILAIRE_186",,0,"533",,,,,0,0,145,,"N",,,"25,9243583117",
"DOUBLE SENS","340172","Publique",,187,83,"18,39999962",,0,0,0,0,"FILAIRE_187",,0,"2237",,,,,0,0,225,,"N",,,"18,371822534",
"DOUBLE SENS","340172","Privée",,188,7898,"26,79999924",,0,0,0,0,"FILAIRE_188","Piéton",0,"2742",,,,,0,0,7897,,"N",,,"26,853399514",
"DOUBLE SENS","340172","Privée",,189,150,"87,59999847",,0,0,0,0,"FILAIRE_189",,0,"2298",,,,,0,0,227,,"N",,,"87,6543446766",
"DOUBLE SENS","340172","Publique",,190,228,"96,90000153",,0,0,0,0,"FILAIRE_190",,0,"2962",,,,,0,0,229,,"N",,,"96,8984920747",
"DOUBLE SENS","340172","Publique",,191,230,"90,69999695",,0,0,0,0,"FILAIRE_191",,0,"1139",,,,,0,0,231,,"N",,,"90,7162099706",
"DOUBLE SENS","340172","Privée",,192,232,"139,69999695",,0,0,0,0,"FILAIRE_192",,0,"2789",,,,,0,0,2,,"N",,,"139,75587933",
"DOUBLE SENS","340172","Privée",,193,233,"88,40000153",,0,0,0,0,"FILAIRE_193",,0,"1576",,,,,0,0,234,,"N",,,"88,4300336178",
"DOUBLE SENS","340172","Privée",,194,235,"79,59999847",,0,0,0,0,"FILAIRE_194",,0,"1595",,,,,0,0,236,,"N",,,"79,6471752934",
"DOUBLE SENS","340172","Publique",,195,237,"28,60000038",,0,0,0,0,"FILAIRE_195","Piéton",0,"1573",,,,,0,0,106,,"N",,,"28,6334021381",
"DOUBLE SENS","340172","Publique",,197,115,"223,69999695",,0,0,0,0,"FILAIRE_197",,0,"1721",,,,,0,0,239,,"N",,,"223,793461973",
"SENS UNIQUE","340172","Publique",,198,10937,"18,79999924",,0,0,0,0,"FILAIRE_198",,0,"522",,,,,0,0,10938,,"N",,"NOUVEAU SAINT ROCH","18,7931973952",
"DOUBLE SENS","340172","Privée",,200,242,"67,59999847",,0,0,0,0,"FILAIRE_200",,0,"2757",,,,,0,0,141,,"N",,,"67,6539114959",
"DOUBLE SENS","340172","Publique",,201,243,"21,89999962",,0,0,0,0,"FILAIRE_201",,0,"2152",,,,,0,0,143,,"N",,,"21,9389025462",
"DOUBLE SENS","340172","Publique",,202,244,"27,39999962",,0,0,0,0,"FILAIRE_202",,0,"2274",,,,,0,0,245,,"N",,,"27,3666795511",
"DOUBLE SENS","340172","En voie de classement (DCM)",,203,246,"55,5","Classement : DCM oct 1965",0,0,0,0,"FILAIRE_203",,0,"1146",,,,,0,0,247,,"N",,,"55,4731808207",
"DOUBLE SENS","340172","En voie de classement (DCM)",,205,250,"60,29999924","DCM signée en décembre 1999",0,0,0,0,"FILAIRE_205",,0,"1082",,,,,0,0,251,,"N",,,"60,3412113145",
"DOUBLE SENS","340172","Publique",,206,647,"28,70000076",,0,0,0,0,"FILAIRE_206","Piéton",0,"3410",,,,,0,0,10417,,"N",,,"28,7020506391",
"SENS UNIQUE","340172","Publique",,207,4057,"294,1000061",,0,0,0,0,"FILAIRE_207",,0,"2517",,,,,0,0,5735,,"N",,,"294,208819672",
"DOUBLE SENS","340172","Publique",,214,260,"745,79998779",,0,0,0,0,"FILAIRE_214",,0,"913",,,,,0,0,261,,"N",,,"746,069337736",
"DOUBLE SENS","340172","Publique",,215,262,"583,09997559",,0,0,0,0,"FILAIRE_215",,0,"913",,,,,0,0,260,,"N",,,"583,344886374",
"DOUBLE SENS","340172","Publique",,216,262,"246,6000061",,0,0,0,0,"FILAIRE_216",,0,"1448",,,,,0,0,263,,"N",,,"246,737415182",
"DOUBLE SENS","340172","Publique",,218,266,"293,5",,0,0,0,0,"FILAIRE_218",,0,"9999",,,,,0,0,267,,"N",,,"293,656884209",
"DOUBLE SENS","340172","Publique départementale",,219,268,"68,90000153","RD 986",0,0,0,0,"FILAIRE_219",,0,"1109",,,,,0,0,267,,"N",,,"68,8947675814",
"DOUBLE SENS","340172","Publique",,220,269,68,,0,0,0,0,"FILAIRE_220",,0,"2191",,,,,0,0,270,,"N",,,"68,0613261269",
"DOUBLE SENS","340172","Publique",,221,271,"100,5",,0,0,0,0,"FILAIRE_221",,0,"726",,,,,0,0,272,,"N",,"PARC EUROMEDECINE II","100,526478459",
"DOUBLE SENS","340172","Publique départementale",,222,273,"55,29999924","RD 127",0,0,0,0,"FILAIRE_222",,0,"1168",,,,,0,0,271,,"N",,"PARC EUROMEDECINE II","55,3163511289",
"DOUBLE SENS","340172","Publique",,223,274,"443,5",,0,0,0,0,"FILAIRE_223",,0,"1051",,,,,0,0,275,,"N",,,"443,640810341",
"SENS UNIQUE","340172","Publique",,224,183,"59,20000076",,0,0,0,0,"FILAIRE_224",,0,"828",,,,,0,0,276,,"N",,"PORT MARIANNE - CONSULS DE MER","59,2456244043","orange"
"DOUBLE SENS","340172",,,226,279,210,,0,0,0,0,"FILAIRE_226",,0,"9999",,,,,0,0,280,,"N",,,"210,049447626",
"DOUBLE SENS","340172",,,227,281,"52,20000076",,0,0,0,0,"FILAIRE_227",,0,"9999",,,,,0,0,279,,"N",,,"52,2543365193",
"DOUBLE SENS","340172",,,228,280,"55,90000153",,0,0,0,0,"FILAIRE_228",,0,"9999",,,,,0,0,281,,"N",,,"55,9614549923",
"DOUBLE SENS","340172","Publique",,229,283,"185,8999939",,0,0,0,0,"FILAIRE_229","Piéton",0,"1665",,,,,0,0,5932,,"N",,,"185,958799998",
"DOUBLE SENS","340172","Publique",,230,282,"31,20000076",,0,0,0,0,"FILAIRE_230","Piéton",0,"815",,,,,0,0,4294,,"N",,,"31,1871146744",
"DOUBLE SENS","340172","Publique",,231,4294,83,,0,0,0,0,"FILAIRE_231","Piéton",0,"815",,,,,0,0,4762,,"N",,,"83,0579499228",
"DOUBLE SENS","340172","Publique",,232,285,"181,8999939",,0,0,0,0,"FILAIRE_232","Piéton",0,"745",,,,,0,0,5933,,"N",,,"181,966313362",
"SENS UNIQUE","340172","Publique",,234,286,"95,09999847",,0,0,0,0,"FILAIRE_234",,0,"1357",,,,,0,0,288,,"N",,,"95,1460333051","orange"
"DOUBLE SENS","340172","Publique",,235,945,"39,5",,0,0,0,0,"FILAIRE_235","Piéton",0,"2179",,,,,0,0,9718,,"N",,"ANTIGONE","39,5268512893",
"DOUBLE SENS","340172","Publique départementale",,236,290,"86,30000305","RD 21",0,0,0,0,"FILAIRE_236",,0,"2984",,,,,0,0,10605,,"N",,,"86,3672495057",
"SENS UNIQUE","340172","Publique départementale",,237,292,"95,5","RD 21",0,0,0,0,"FILAIRE_237",,0,"3130",,,,,0,0,293,,"N",,,"95,5663128626",
"DOUBLE SENS","340172","Publique départementale",,238,293,"218,19999695","RD 21",0,0,0,0,"FILAIRE_238",,0,"2984",,,,,0,0,294,,"N",,,"218,253938327",
"DOUBLE SENS","340172","Publique",,244,299,110,"Classée par acte notarié du 15/02/2008",0,0,0,0,"FILAIRE_244",,0,"2206",,,,,0,0,300,,"N",,,"110,007121638",
"DOUBLE SENS","340172","Publique",,245,301,"81,80000305","Classée par acte notarié le 15/02/2008",0,0,0,0,"FILAIRE_245",,0,"2208",,,,,0,0,299,,"N",,,"81,8145733202",
"DOUBLE SENS","340172","Privée",,246,302,"61,79999924",,0,0,0,0,"FILAIRE_246",,0,"2373",,,,,0,0,303,,"N",,,"61,829712441",
"DOUBLE SENS","340172","Publique",,247,299,"19,29999924","Classée par acte notarié le 15/02/2008",0,0,0,0,"FILAIRE_247",,0,"2208",,,,,0,0,303,,"N",,,"19,2716083349",
"DOUBLE SENS","340172","Publique",,248,301,"15,19999981",,0,0,0,0,"FILAIRE_248",,0,"1655",,,,,0,0,304,,"N",,,"15,1817406569",
"DOUBLE SENS","340172","Publique",,249,304,"69,90000153","Classée par acte notarié le 15/02/2008",0,0,0,0,"FILAIRE_249",,0,"1655",,,,,0,0,10902,,"N",,,"69,9606845927",
"DOUBLE SENS","340172","Publique",,250,304,132,"Classée par acte notarié le 15/02/2008",0,0,0,0,"FILAIRE_250",,0,"2981",,,,,0,0,306,,"N",,,"132,046995567",
"DOUBLE SENS","340172","Publique",,251,305,"132,6000061","Classée par acte notarié le 15/02/2008",0,0,0,0,"FILAIRE_251",,0,"1655",,,,,0,0,10897,,"N",,,"132,635077827",
"DOUBLE SENS","340172","Publique",,252,307,"28,70000076","Classée par acte notarié le 15/02/2008",0,0,0,0,"FILAIRE_252",,0,"2165",,,,,0,0,308,,"N",,,"28,7049700305",
"DOUBLE SENS","340172","Publique",,283,339,"30,20000076",,0,0,0,0,"FILAIRE_283",,0,"2964",,,,,0,0,340,,"N",,,"30,2183003351",
"SENS UNIQUE","340172","Publique",,284,339,"21,70000076",,0,0,0,0,"FILAIRE_284",,0,"2963",,,,,0,0,341,,"N",,,"21,6983893276",
"DOUBLE SENS","340172","Publique",,285,342,"56,29999924",,0,0,0,0,"FILAIRE_285",,0,"2692",,,,,0,0,343,,"N",,,"56,2980461453",
"DOUBLE SENS","340172","Publique",,286,342,"134,8999939",,0,0,0,0,"FILAIRE_286",,0,"2965",,,,,0,0,343,,"N",,,"134,935521518",
"DOUBLE SENS","340172","Publique",,287,343,"117,69999695",,0,0,0,0,"FILAIRE_287",,0,"2692",,,,,0,0,344,,"N",,,"117,725452705",
"DOUBLE SENS","340172","Publique",,288,344,"47,09999847",,0,0,0,0,"FILAIRE_288",,0,"2695",,,,,0,0,345,,"N",,,"47,1004513957",
"DOUBLE SENS","340172","Publique",,289,345,"32,5",,0,0,0,0,"FILAIRE_289",,0,"2695",,,,,0,0,346,,"N",,,"32,5432738329",
"DOUBLE SENS","340172","Publique",,290,345,"111,69999695",,0,0,0,0,"FILAIRE_290",,0,"2694",,,,,0,0,347,,"N",,,"111,789600346",
"DOUBLE SENS","340172","Publique",,291,347,"66,69999695",,0,0,0,0,"FILAIRE_291",,0,"2692",,,,,0,0,344,,"N",,,"66,707038903",
"DOUBLE SENS","340172","Publique",,292,347,"42,5",,0,0,0,0,"FILAIRE_292",,0,"2692",,,,,0,0,348,,"N",,,"42,5187187861",
"DOUBLE SENS","340172","Publique",,427,479,"78,69999695",,0,0,0,0,"FILAIRE_427",,0,"2182",,,,,0,0,442,,"N",,,"78,7823003961",
"SENS UNIQUE","340172","Publique",,449,503,"106,59999847",,0,0,0,0,"FILAIRE_449",,0,"2545",,,,,0,0,501,,"N",,,"106,661459748",
"SENS UNIQUE","340172","Publique",,450,498,"146,30000305",,0,0,0,0,"FILAIRE_450",,0,"2545",,,,,0,0,503,,"N",,,"146,379188553",
"DOUBLE SENS","340172","Publique",,451,504,"28,39999962",,0,0,0,0,"FILAIRE_451",,0,"2652",,,,,0,0,505,,"N",,,"28,4290764593",
"DOUBLE SENS","340172","Publique",,452,506,"37,90000153",,0,0,0,0,"FILAIRE_452",,0,"2544",,,,,0,0,504,,"N",,,"37,8689717854",
"DOUBLE SENS","340172","Publique",,453,502,"34,70000076",,0,0,0,0,"FILAIRE_453",,0,"2543",,,,,0,0,506,,"N",,,"34,7554451246",
"DOUBLE SENS","340172","Publique",,454,507,"46,29999924",,0,0,0,0,"FILAIRE_454",,0,"2544",,,,,0,0,506,,"N",,,"46,363986903",
"DOUBLE SENS","340172","Privée",,456,509,"47,20000076",,0,0,0,0,"FILAIRE_456",,0,"3217",,,,,0,0,510,,"N",,,"47,245206844",
"DOUBLE SENS","340172","Publique",,457,509,"51,5",,0,0,0,0,"FILAIRE_457",,0,"1499",,,,,0,0,7977,,"N",,,"51,4720737153",
"DOUBLE SENS","340172","Publique",,458,511,"122,90000153","Classée par acte notarié en juin 2006",0,0,0,0,"FILAIRE_458",,0,"2671",,,,,0,0,294,,"N",,,"122,95944968",
"DOUBLE SENS","340172","Publique",,837,833,"60,40000153",,0,0,0,0,"FILAIRE_837","Piéton",0,"2496",,,,,0,0,834,,"N",,,"60,3976032717",
"SENS UNIQUE","340172","Publique",,838,195,"51,5",,0,0,0,0,"FILAIRE_838",,0,"479",,,,,0,0,835,,"N",,,"51,4967992972",
"SENS UNIQUE","340172","Publique",,839,195,"44,79999924",,0,0,0,0,"FILAIRE_839",,0,"1009",,,,,0,0,836,,"N",,,"44,7908741376",
"SENS UNIQUE","340172","Publique",,840,195,"23,79999924",,0,0,0,0,"FILAIRE_840",,0,"1667",,,,,0,0,837,,"N",,,"23,7931683052",
"SENS UNIQUE","340172","Publique",,841,837,"53,40000153",,0,0,0,0,"FILAIRE_841",,0,"1667",,,,,0,0,109,,"N",,,"53,3939710489","jaune"
"DOUBLE SENS","340172","Privée",,842,837,"20,20000076",,0,0,0,0,"FILAIRE_842",,0,"1874",,,,,0,0,838,,"O",,,"20,1581927131",
"DOUBLE SENS","340172","Privée",,843,838,"53,29999924",,0,0,0,0,"FILAIRE_843",,0,"654",,,,,0,0,110,,"O",,,"53,3198676217",
"DOUBLE SENS","340172","Privée",,844,839,"30,29999924",,0,0,0,0,"FILAIRE_844",,0,"1874",,,,,0,0,838,,"O",,,"30,3035628219",
"DOUBLE SENS","340172","Privée",,845,836,"24,89999962",,0,0,0,0,"FILAIRE_845",,0,"1973",,,,,0,0,839,,"O",,,"24,9062817066",
"SENS UNIQUE","340172","Publique",,846,840,"50,79999924",,0,0,0,0,"FILAIRE_846",,0,"703",,,,,0,0,178,,"N",,,"50,7716144563",
"DOUBLE SENS","340172","Publique",,847,840,"46,09999847",,0,0,0,0,"FILAIRE_847",,0,"703",,,,,0,0,110,,"N",,,"46,0802403433",
"DOUBLE SENS","340172","Publique",,848,841,"55,09999847",,0,0,0,0,"FILAIRE_848","Piéton",0,"901",,,,,0,0,842,,"N",,,"55,1104898866",
"DOUBLE SENS","340172","Publique",,849,842,"52,09999847",,0,0,0,0,"FILAIRE_849","Piéton",0,"901",,,,,0,0,843,,"N",,,"52,0954803918",
"SENS UNIQUE","340172","Publique",,850,841,"25,10000038",,0,0,0,0,"FILAIRE_850",,0,"901",,,,,0,0,844,,"N",,,"25,1130144716",
"SENS UNIQUE","340172","Publique",,852,828,"89,09999847",,0,0,0,0,"FILAIRE_852",,0,"1127",,,,,0,0,827,,"N",,,"89,1813904274",
"SENS UNIQUE","340172","Publique",,854,846,"90,90000153",,0,0,0,0,"FILAIRE_854",,0,"2001",,,,,0,0,806,,"N",,,"90,897042329","jaune"
"DOUBLE SENS","340172","Privée",,855,839,"16,29999924",,0,0,0,0,"FILAIRE_855",,0,"1874",,,,,0,0,12037,,"O",,,"16,2844395854",
"SENS UNIQUE","340172","Publique",,857,847,"32,70000076",,0,0,0,0,"FILAIRE_857",,0,"1411",,,,,0,0,815,,"N",,,"32,7422902376","jaune"
"SENS UNIQUE","340172","En voie de classement (DCM)",,858,847,"64,09999847",,0,0,0,0,"FILAIRE_858",,0,"1106",,,,,0,0,816,,"N",,,"64,1699760413","jaune"
"DOUBLE SENS","340172","Publique",,859,848,"28,5",,0,0,0,0,"FILAIRE_859","Piéton",0,"1352",,,,,0,0,849,,"N",,,"28,5077101474",
"DOUBLE SENS","340172","Publique",,860,848,"59,20000076",,0,0,0,0,"FILAIRE_860","Piéton",0,"1293",,,,,0,0,843,,"N",,,"59,1856889298",
"DOUBLE SENS","340172","Publique",,861,850,"44,70000076",,0,0,0,0,"FILAIRE_861","Piéton",0,"1709",,,,,0,0,848,,"N",,,"44,7165038822",
"DOUBLE SENS","340172","Publique",,862,850,"48,79999924",,0,0,0,0,"FILAIRE_862","Piéton",0,"995",,,,,0,0,842,,"N",,,"48,8495123769",
"DOUBLE SENS","340172","Publique",,863,849,"16,29999924",,0,0,0,0,"FILAIRE_863","Piéton",0,"1352",,,,,0,0,851,,"N",,,"16,350669442",
"DOUBLE SENS","340172","Publique",,864,849,"14,30000019",,0,0,0,0,"FILAIRE_864","Piéton",0,"1049",,,,,0,0,852,,"N",,,"14,2956522849",
"DOUBLE SENS","340172","Publique",,865,853,21,,0,0,0,0,"FILAIRE_865",,0,"450",,,,,0,0,835,,"N",,,"20,9750859188",
"SENS UNIQUE","340172","Publique",,866,118,"46,09999847",,0,0,0,0,"FILAIRE_866",,0,"477",,,,,0,0,854,,"N",,,"46,1436780884",
"SENS UNIQUE","340172","Publique",,867,854,36,,0,0,0,0,"FILAIRE_867",,0,"477",,,,,0,0,821,,"N",,,"35,9800355803",
"DOUBLE SENS","340172","Publique",,868,855,"23,5",,0,0,0,0,"FILAIRE_868","Piéton",0,"2034",,,,,0,0,850,,"N",,,"23,5237815185",
"DOUBLE SENS","340172","Publique",,870,857,121,,0,0,0,0,"FILAIRE_870",,0,"1635",,,,,0,0,856,,"N",,,"121,02208734",
"SENS UNIQUE","340172","Publique",,873,861,"91,80000305",,0,0,0,0,"FILAIRE_873",,0,"1005",,,,,0,0,860,,"N",,,"91,8841685377","jaune"
"SENS UNIQUE","340172","Publique",,875,863,"56,5",,0,0,0,0,"FILAIRE_875",,0,"1221",,,,,0,0,860,,"N",,,"56,5619551688","jaune"
"SENS UNIQUE","340172","Publique",,876,864,"133,69999695",,0,0,0,0,"FILAIRE_876",,0,"1133",,,,,0,0,863,,"N",,,"133,801888968","jaune"
"DOUBLE SENS","340172","Publique",,1313,1203,"80,09999847",,0,0,0,0,"FILAIRE_1313","Piéton",0,"2947",,,,,0,0,1216,,"N",,"PORT MARIANNE - RICHTER","80,1704340641",
"DOUBLE SENS","340172","Publique",,1314,1202,"74,30000305",,0,0,0,0,"FILAIRE_1314","Piéton",0,"2945",,,,,0,0,1217,,"N",,"PORT MARIANNE - RICHTER","74,3199214377",
"SENS UNIQUE","340172","Publique",,1316,1183,127,,0,0,0,0,"FILAIRE_1316",,0,"2943",,,,,0,0,1213,,"N","SERM","PORT MARIANNE - RICHTER","127,058496464",
"SENS UNIQUE","340172","Publique",,1317,1134,"50,40000153",,0,0,0,0,"FILAIRE_1317",,0,"2809",,,,,0,0,1183,,"N",,,"50,383396362",
"SENS UNIQUE","340172","Publique",,1318,11037,"62,20000076",,0,0,0,0,"FILAIRE_1318",,0,"602",,,,,0,0,1219,,"N",,,"62,2578988373",
"DOUBLE SENS","340172","Publique",,1320,967,"64,69999695",,0,0,0,0,"FILAIRE_1320","Piéton",0,"2951",,,,,0,0,1220,,"N","SERM","PORT MARIANNE - RICHTER","64,7279966281",
"DOUBLE SENS","340172","Publique",,1321,1221,"23,20000076",,0,0,0,0,"FILAIRE_1321",,0,"2945",,,,,0,0,14522,,"N",,"PORT MARIANNE - RICHTER","23,2211493124","orange"
"DOUBLE SENS","340172","Publique",,1323,1195,"24,39999962",,0,0,0,0,"FILAIRE_1323",,0,"1519",,,,,0,0,11357,,"N",,,"24,4535813265",
"DOUBLE SENS","340172","Publique",,1329,1225,"70,40000153",,0,0,0,0,"FILAIRE_1329",,0,"1640",,,,,0,0,1226,,"N",,,"70,4271921322",
"DOUBLE SENS","340172","Publique",,1330,439,"42,70000076",,0,0,0,0,"FILAIRE_1330",,0,"1640",,,,,0,0,1226,,"N",,,"42,749898532",
"DOUBLE SENS","340172","Privée",,1331,1225,"33,5",,0,0,0,0,"FILAIRE_1331",,0,"2832",,,,,0,0,1227,,"N",,,"33,4921931866",
"DOUBLE SENS","340172","Privée",,1332,1227,69,,0,0,0,0,"FILAIRE_1332",,0,"2833",,,,,0,0,1228,,"N",,,"68,9887107033",
"DOUBLE SENS","340172","Publique",,1333,1228,"27,10000038",,0,0,0,0,"FILAIRE_1333",,0,"1941",,,,,0,0,1226,,"N",,,"27,1213669797",
"DOUBLE SENS","340172","Publique",,1334,1138,"254,69999695",,0,0,0,0,"FILAIRE_1334",,0,"2199",,,,,0,0,1229,,"N",,,"254,759790385",
"DOUBLE SENS","340172","Publique",,1335,1229,"274,5",,0,0,0,0,"FILAIRE_1335",,0,"1640",,,,,0,0,1225,,"N",,,"274,639758386",
"DOUBLE SENS","340172","Privée",,1336,1227,"139,19999695",,0,0,0,0,"FILAIRE_1336",,0,"2832",,,,,0,0,1230,,"N",,,"139,298286299",
"DOUBLE SENS","340172","Publique",,1337,434,"158,19999695",,0,0,0,0,"FILAIRE_1337",,0,"1941",,,,,0,0,1230,,"N",,,"158,238243737",
"DOUBLE SENS","340172","Privée",,1338,1230,"51,70000076",,0,0,0,0,"FILAIRE_1338",,0,"3201",,,,,0,0,1231,,"N",,,"51,7591086176",
"DOUBLE SENS","340172","Publique",,1339,1230,"17,60000038",,0,0,0,0,"FILAIRE_1339",,0,"1941",,,,,0,0,1228,,"N",,,"17,5805403387",
"DOUBLE SENS","340172","Privée",,1340,1231,"42,70000076",,0,0,0,0,"FILAIRE_1340",,0,"3204",,,,,0,0,1232,,"N",,,"42,6867986402",
"DOUBLE SENS","340172","Publique",,1341,1233,"79,40000153",,0,0,0,0,"FILAIRE_1341",,0,"1526",,,,,0,0,434,,"N",,,"79,4096306538",
"DOUBLE SENS","340172","Publique",,1342,1234,"33,5",,0,0,0,0,"FILAIRE_1342",,0,"1526",,,,,0,0,1233,,"N",,,"33,4949339626",
"DOUBLE SENS","340172","Publique",,1343,1234,"70,19999695",,0,0,0,0,"FILAIRE_1343",,0,"573",,,,,0,0,1235,,"N",,,"70,2460151944",
"DOUBLE SENS","340172","Publique",,1344,1236,"18,5",,0,0,0,0,"FILAIRE_1344",,0,"2134",,,,,0,0,1235,,"N",,,"18,4741570452",
"DOUBLE SENS","340172","Privée",,459,330,"187,5",,0,0,0,0,"FILAIRE_459",,0,"3137",,,,,0,0,512,,"N","SERM","PORT MARIANNE - PORTES DE LA MEDITERRANEE","187,611570959",
"DOUBLE SENS","340172","Privée",,460,512,"210,5",,0,0,0,0,"FILAIRE_460",,0,"3137",,,,,0,0,334,,"N","SERM","PORT MARIANNE - PORTES DE LA MEDITERRANEE","210,557122635",
"DOUBLE SENS","340172","Publique",,461,512,"487,8999939","Classée par acte notarié en juin 2006",0,0,0,0,"FILAIRE_461",,0,"2671",,,,,0,0,511,,"N",,,"488,089974172",
"SENS UNIQUE","340172","Publique départementale",,463,515,"93,09999847","RD 66",0,0,0,0,"FILAIRE_463",,0,"2488",,,,,0,0,516,,"N",,,"93,0981054371",
"SENS UNIQUE","340172","Publique départementale",,465,517,"31,5","RD 66",0,0,0,0,"FILAIRE_465",,0,"2488",,,,,0,0,518,,"N",,,"31,5216694195",
"SENS UNIQUE","340172","Publique départementale",,466,518,"105,5","RD 66",0,0,0,0,"FILAIRE_466",,0,"2488",,,,,0,0,515,,"N",,,"105,555702537",
"DOUBLE SENS","340172","Privée",,468,520,"63,40000153",,0,0,0,0,"FILAIRE_468",,0,"2595",,,,,0,0,521,,"N",,,"63,3932805334",
"SENS UNIQUE","340172","Publique",,469,522,"102,30000305",,0,0,0,0,"FILAIRE_469",,0,"1882",,,,,0,0,523,,"N",,,"102,302786274",
"DOUBLE SENS","340172","Privée",,470,524,"10,5",,0,0,0,0,"FILAIRE_470",,0,"2594",,,,,0,0,520,,"N",,,"10,5231888038",
"DOUBLE SENS","340172","Publique",,473,528,"36,20000076",,0,0,0,0,"FILAIRE_473",,0,"940",,,,,0,0,526,,"N",,,"36,1801020763",
"DOUBLE SENS","340172","Publique",,475,528,"44,5",,0,0,0,0,"FILAIRE_475",,0,"1062",,,,,0,0,530,,"N",,,"44,5296867415",
"DOUBLE SENS","340172","Privée",,476,531,97,,0,0,0,0,"FILAIRE_476",,0,"2598",,,,,0,0,532,,"N",,,"97,0149349713",
"DOUBLE SENS","340172","Privée",,477,533,"92,19999695",,0,0,0,0,"FILAIRE_477",,0,"2597",,,,,0,0,531,,"N",,,"92,2625529667",
"DOUBLE SENS","340172","Privée",,478,534,"57,79999924",,0,0,0,0,"FILAIRE_478",,0,"2599",,,,,0,0,8937,,"N",,,"57,8571152993",
"DOUBLE SENS","340172","Publique",,479,535,"121,90000153",,0,0,0,0,"FILAIRE_479",,0,"1553",,,,,0,0,536,,"N",,,"121,974945455",
"DOUBLE SENS","340172","Publique",,480,537,"90,19999695",,0,0,0,0,"FILAIRE_480",,0,"1389",,,,,0,0,535,,"N",,,"90,1966960251",
"DOUBLE SENS","340172","Publique",,481,535,"15,60000038",,0,0,0,0,"FILAIRE_481",,0,"844",,,,,0,0,538,,"N",,,"15,644407667",
"DOUBLE SENS","340172","Publique",,482,538,"45,09999847",,0,0,0,0,"FILAIRE_482",,0,"844",,,,,0,0,539,,"N",,,"45,1119994879",
"DOUBLE SENS","340172","Publique",,483,538,"101,5",,0,0,0,0,"FILAIRE_483",,0,"2050",,,,,0,0,540,,"N",,,"101,573211521",
"DOUBLE SENS","340172","Privée",,484,541,"273,70001221",,0,0,0,0,"FILAIRE_484",,0,"2594",,,,,0,0,524,,"N",,,"273,852969333",
"DOUBLE SENS","340172","Publique",,485,542,52,,0,0,0,0,"FILAIRE_485",,0,"1741",,,,,0,0,543,,"N",,,"52,0429086529",
"DOUBLE SENS","340172","Publique",,538,597,"157,5",,0,0,0,0,"FILAIRE_538",,0,"2190",,,,,0,0,596,,"N",,,"157,571428079",
"DOUBLE SENS","340172","Publique",,727,762,"77,90000153",,0,0,0,0,"FILAIRE_727",,0,"1380",,,,,0,0,9398,,"N",,,"77,9040687334",
"SENS UNIQUE","340172","Publique",,728,734,"43,59999847",,0,0,0,0,"FILAIRE_728",,0,"1873",,,,,0,0,762,,"N",,,"43,5868525939",
"DOUBLE SENS","340172","Privée",,729,734,"73,30000305",,0,0,0,0,"FILAIRE_729",,0,"2064",,,,,0,0,761,,"N",,,"73,3232913544",
"SENS UNIQUE","340172","Publique",,730,728,"167,6000061",,0,0,0,0,"FILAIRE_730",,0,"1055",,,,,0,0,731,,"N",,,"167,696007529","vert"
"SENS UNIQUE","340172","Publique",,731,728,"89,09999847",,0,0,0,0,"FILAIRE_731",,0,"789",,,,,0,0,743,,"N",,,"89,1070554489","vert"
"SENS UNIQUE","340172","Publique",,732,743,"86,5",,0,0,0,0,"FILAIRE_732",,0,"488",,,,,0,0,764,,"N",,,"86,5308576914","vert"
"SENS UNIQUE","340172","Publique",,733,764,"82,69999695",,0,0,0,0,"FILAIRE_733",,0,"1673",,,,,0,0,733,,"N",,,"82,6890460344","vert"
"SENS UNIQUE","340172","Publique",,734,764,"39,20000076",,0,0,0,0,"FILAIRE_734",,0,"488",,,,,0,0,741,,"N",,,"39,1820847201","vert"
"SENS UNIQUE","340172","Publique",,735,742,"116,19999695",,0,0,0,0,"FILAIRE_735",,0,"1342",,,,,0,0,764,,"N",,,"116,279013985","vert"
