"ID_ARC,N,10,0","VOI_NOM,C,80","ACC_OIMP,C,10","ACV_ILAR,N,19,8","ACC_OPAI,C,10","ACV_PLAR,N,19,8","ACC_1I2P,C,21","Shape_LEN,N,19,11","SHAPE_FID,N,9,0"
5342,"Rue du Bayle",,0,,0,"_","64,8684106329",113
5350,"Rue Sainte Anne",,0,,0,"_","46,4359240815",114
5354,"Rue de Castelnau","Oui",0,"Oui",0,"Oui_Oui","56,0351317081",115
5368,"Rue Saint Guilhem",,0,,0,"_","23,8855852892",116
5369,"Rue des Gagne-Petit",,0,,0,"_","44,350776802",117
5374,"Rue de la Valfère",,0,,0,"_","72,8279460592",118
5378,"Rue de la Coquille",,0,,0,"_","39,6558986353",119
5050,"Rue Pradel",,0,,0,"_","11,2543152915",120
5051,"Impasse Laurent",,0,,0,"_","20,817533254",121
5054,"Rue Pradel",,0,,0,"_","16,2429113954",122
5059,"Rue de Candolle",,0,,0,"_","40,3228239221",124
5132,"Rue de la Préfecture",,0,,0,"_","30,9206860766",125
5134,"Rue de la Barralerie",,0,,0,"_","25,8934043565",126
5141,"Rue Bonnier d'Alco",,0,,0,"_","35,9077854048",127
5158,"Place Notre Dame",,0,,0,"_","15,2874674031",128
5161,"Place Notre Dame",,0,,0,"_","15,1648741284",129
5213,"Rue de la Loge",,0,,0,"_","5,9764454093",130
5225,"Passage Bruyas",,0,,0,"_","89,818746366",131
5230,"Rue de la Loge",,0,,0,"_","52,6888771489",132
5406,"Rue Baudin",,0,,0,"_","9,7835859786",133
5814,"Rue de Tunis",,0,,0,"_","48,7268846935",134
5264,"Rue Saint Paul",,0,,0,"_","35,263607612",135
5268,"Impasse Vassal",,0,,0,"_","9,0277395111",136
5283,"Place Saint Côme",,0,,0,"_","16,1932934677",137
5806,"Rue Nouvelle",,0,,0,"_","393,946422868",138
803,"Cours Gambetta","Non","8,4","Non","6,5","Non_Non","56,341748591",2823
12735,"Rue de Bugarel",,0,,0,"_","331,49933213",6291
4027,"Rue de la Cavalerie","Non","1,35","Non","1,2","Non_Non","35,2589263183",4572
624,"Rue de la Cantaperdrix","Non","1,7","Non","1,7","Non_Non","137,589031406",2410
2599,"Avenue du Lauragais","Oui","3,1","Non",0,"Oui_Non","133,846023241",3245
4287,"Rue du Faubourg Boutonnet","Non","1,1","Non","1,15","Non_Non","70,9325552661",4808
3845,"Avenue du Pont Juvénal","Oui","3,15","Non","1,3","Oui_Non","104,166710945",4651
6089,"Allée de Delphes","Oui","15,1","Non",0,"Oui_Non","66,3125740705",5875
2987,"Rue des Brusses","Non","11,3","Non","1,55","Non_Non","34,0225019259",4078
4228,"Quai des Tanneurs","Oui","6,8","Non",0,"Oui_Non","86,1423441931",5073
17893,"Rond-point Saint Exupéry","Non","1,85","Oui","6,5","Non_Oui","34,4548283867",6529
3347,"Rue d'Astier de la Vigerie","Non",1,"Non","0,9","Non_Non","193,491795251",4442
1302,"Rue Nivose","Non","4,2","Oui","2,25","Non_Oui","87,3711654786",3057
13673,"Rue du Mas de Villaret","Non",5,"Non",0,"Non_Non","59,1644943709",6723
5468,"Boulevard de Strasbourg","Oui",3,"Oui","2,8","Oui_Oui","112,88919271",6244
18417,"Place Germaine Richier","Non",0,"Non",0,"Non_Non","21,6097107927",7543
19493,"Route de Vauguières","Non","1,5","Non",3,"Non_Non","32,9850178733",7625
539,"Rue Raimon de Trencavel","Non",0,"Oui",2,"Non_Oui","224,507976275",2306
2790,"Rue de Puech Villa","Non","1,2","Non","1,55","Non_Non","341,98856582",4248
6215,"Rue de Malbosc","Non","9,05","Oui","6,05","Non_Oui","178,22855156",6228
4707,"Cours Gambetta","Non",8,"Non","6,5","Non_Non","20,8004805293",7449
6216,"Rue de Malbosc","Non","7,05","Oui","2,5","Non_Oui","102,556399234",6229
4051,"Rue des Rossignols","Non","1,6","Non","1,7","Non_Non","63,9266119425",4596
645,"Rue de la Croix de Figuerolles","Non","1,25","Non","1,45","Non_Non","57,8920602931",2659
3039,"Rue de la Roqueturière","Non","2,35","Non","3,4","Non_Non","49,0076574224",4097
4310,"Voie Domitienne","Non",2,"Oui","2,25","Non_Oui","48,3804739031",4829
2792,"Avenue des Apothicaires","Oui","2,1","Non","4,15","Oui_Non","75,6514427223",4250
9375,"Rue des Cambiadours","Non","1,2","Non","1,45","Non_Non","61,797978715",6906
5536,"Rue des Clématites","Non","1,55","Non","1,65","Non_Non","42,6939672628",5456
2061,"Rue Louis Capitan","Non",0,"Non","2,1","Non_Non","38,337929089",3428
1948,"Rue de la Cadoule","Non",0,"Non",0,"Non_Non","88,0877492517",3182
2406,"Rue André Le Nôtre","Oui",2,"Non","2,15","Oui_Non","24,3337614248",3515
4428,"Avenue Saint Clément","Non","5,45","Non","1,35","Non_Non","50,9026331902",5121
5825,"Quai Laffite","Non","0,8","Non",1,"Non_Non","54,1879826538",5579
8513,"Impasse du Muscadet","Non",0,"Non","0,9","Non_Non","10,9730963479",6787
1578,"Place de Poblet","Oui","1,4","Non","2,2","Oui_Non","25,9795143382",3259
6340,"Avenue de Monsieur Teste","Non","1,35","Non","1,5","Non_Non","24,6590018586",6009
4171,"Rue des Hospices","Oui","1,9","Non","1,5","Oui_Non","66,9321861954",5034
1301,"Rue Vendémiaire","Non","26,7","Oui","2,85","Non_Oui","77,8647406182",3056
1391,"Rue de la Bourgine","Non","1,3","Non","1,2","Non_Non","201,837611652",2769
464,"Rond-point du Zénith","Non",4,"Non",0,"Non_Non","30,44015198",6400
4266,"Allée Hermantaire Truc","Non",0,"Oui","5,9","Non_Oui","44,6820770361",4367
1765,"Rue de Font Couverte","Non","1,8","Non","1,6","Non_Non","108,389547133",3376
887,"Rue Durand","Non","2,6","Non","1,1","Non_Non","144,767536695",2865
2234,"Rue de la Piscine","Non","1,1","Non","1,15","Non_Non","42,4973791317",3628
5263,"Rue des Soeurs Noires",,0,,0,"_","18,7618826822",409
5280,"Rue Saint Côme",,0,,0,"_","18,0268298944",410
5284,"Rue En Rouan",,0,,0,"_","21,1980555762",411
5575,"Impasse Charles Vignoles",,0,,0,"_","49,3665602527",412
5808,"Rue de Constantine",,0,,0,"_","67,7600052802",413
5811,"Rue du Canal",,0,,0,"_","57,1294172767",414
5883,"Impasse des Centaurées",,0,,0,"_","45,2219477184",415
5895,"Rue des Scabieuses",,0,,0,"_","59,1798898823",416
5838,"Place des Pastels",,0,,0,"_","165,792777817",417
5693,"Rue Pascal Rose",,0,,0,"_","33,5668816319",418
5751,"Impasse des Sept Echelles",,0,,0,"_","60,2637434425",419
5776,"Allée Jean Miquel",,0,,0,"_","92,2066828712",420
5433,"Impasse Richter",,0,,0,"_","34,752687975",421
6263,"Impasse Avicenne",,0,,0,"_","62,1697142855",422
6161,"Passerelle Auguste Comte",,0,,0,"_","40,9651533757",423
6174,"Square Saturne",,0,,0,"_","314,758082933",424
6186,"Impasse Gaston Leroux",,0,,0,"_","81,8071728958",425
6195,"Avenue Achille Duchène",,0,,0,"_","66,2804043633",426
6038,"Rue Pierre Bon",,0,,0,"_","21,442371381",427
6041,"Rue Calyce",,0,,0,"_","49,3536011101",428
6620,"Rue Eugène Labiche",,0,,0,"_","12,3357510128",430
6354,"Avenue Henri Frenay",,0,,0,"_","134,717064306",431
6358,"Rue du Grézac",,0,,0,"_","77,5659431303",432
6454,"Rue Commandant Massoud",,0,,0,"_","263,188899539",433
6692,"Rue Raymond Recouly",,0,,0,"_","180,84594123",434
6462,"Rue Mehdi Ben Barka",,0,,0,"_","242,376213224",436
6465,"Rue Commandant Massoud",,0,,0,"_","193,290415179",437
6483,"Impasse du Rouquet",,0,,0,"_","52,7339592795",439
6497,"Rue Paul Choulot",,0,,0,"_","21,8255612184",440
6505,"Rue Semiramis",,0,,0,"_","60,6472718755",441
6577,"Rue Antoine Pol",,0,,0,"_","115,405178693",442
6753,"Rue Prométhée",,0,,0,"_","34,9393322021",443
6610,"Rue John Locke",,0,,0,"_","86,1486079596",444
6619,"Rue Eugène Labiche",,0,,0,"_","40,3187043818",445
6646,"Rue Yves Montand",,0,,0,"_","58,41201963",446
6669,"Rue Mohammed V",,0,,0,"_","296,993040641",447
6214,"Avenue Aglaé Adanson",,0,,0,"_","62,928360729",448
6226,"Rue Louis Martin Berthoud",,0,,0,"_","103,116669479",449
6229,"Rue Jean-Pierre Barillet Deschamps",,0,,0,"_","83,9078622089",450
6230,"Avenue des Frères Buhler",,0,,0,"_","82,3909650148",451
12674,"Rue des Springboks",,0,,0,"_","114,086628734",452
12704,"Rue Jacques Fouroux",,0,,0,"_","204,715134365",453
12709,"Avenue Jean Prat",,0,,0,"_","13,1982196443",454
12715,"Rue du Bouclier de Brennus",,0,,0,"_","104,238822136",455
12716,"Rue du Bouclier de Brennus",,0,,0,"_","94,7972138377",456
618,"Rue des Pétunias","Non","2,4","Non","1,9","Non_Non","106,071589072",2404
6641,"Rue de la Mogère","Non","2,5","Non",0,"Non_Non","641,055482295",6206
1067,"Avenue Albert Einstein","Non","6,4","Non",1,"Non_Non","107,047811431",2641
2748,"Rue de Port-Vendres","Oui","3,6","Non","1,35","Oui_Non","60,6831161479",3483
2922,"Rue de la Croix de Lavit","Non","1,6","Non","1,1","Non_Non","43,677654973",4017
541,"Rue Lino Ventura","Non",0,"Non",0,"Non_Non","50,6909440805",2308
1660,"Avenue de Villeneuve-Angoulème","Non","3,05","Oui","13,5","Non_Oui","93,1475040043",3319
4923,"Rue des Eglantiers","Non","1,3","Non","1,15","Non_Non","266,3094334",5221
306,"Rue de l'Aiguelongue","Non",0,"Non",0,"Non_Non","166,539181475",6659
5930,"Avenue des Prés d'Arènes","Non","1,5","Non","1,45","Non_Non","92,2434258024",5909
4695,"Cours Gambetta",,0,,0,"_","4,7174302433",5264
584,"Rue Maria Casarès","Non","2,3","Oui","1,7","Non_Oui","99,8272778962",2388
13953,"Avenue Bouisson-Bertrand","Oui",4,"Non","4,3","Oui_Non","6,9669102169",6739
2117,"Impasse des Millepertuis","Non",0,"Non","2,4","Non_Non","130,357859146",3522
947,"Rue François Périer","Non",1,"Non","0,9","Non_Non","119,622444069",2581
6013,"Quai de Cythère","Non",0,"Non","6,2","Non_Non","42,5652175628",199
17933,"Avenue Président Pierre Mendès France","Non",10,"Non",4,"Non_Non","786,33592411",6403
1568,"Boulevard Pedro de Luna","Oui","4,15","Non",16,"Oui_Non","51,6723775929",5693
1175,"Allée François Raspail","Non","1,4","Non",0,"Non_Non","69,2708642949",2926
6533,"Avenue François Delmas","Non",0,"Non",0,"Non_Non","174,597371018",6144
1799,"Rue du Pas du Loup","Oui","2,6","Non","2,5","Oui_Non","32,9660346175",3393
18372,"Avenue de Maurin","Non","1,5","Oui","1,45","Non_Oui","82,917128076",7536
6181,"Rond-point de l'Appel du 18 Juin","Non",0,"Oui","2,55","Non_Oui","55,9857947013",5865
444,"Rue Bernard Blier","Non",0,"Non",0,"Non_Non","32,4279514729",2573
2039,"Rue Jeanne Garnerin","Non","0,85","Non","0,85","Non_Non","36,6804566331",3410
13933,"Place François Maynard","Non","0,9","Non",1,"Non_Non","23,8323634686",6738
893,"Rue de Maguelone","Oui","8,7","Non","3,1","Oui_Non","87,1689051504",2869
4513,"Rue Buffon","Non",0,"Non","1,05","Non_Non","292,938139034",5124
5198,"Square Henri Michel","Non","6,25","Non",0,"Non_Non","67,8420124464",6300
4653,"Rue Maillart","Non","0,5","Non",1,"Non_Non","20,1715030875",5223
1370,"Rue des Gardians","Non","0,45","Non","0,45","Non_Non","74,1533696367",3076
5576,"Impasse des Marrescals","Non",0,"Non","0,95","Non_Non","118,277349135",5493
2034,"Rue des Bouisses","Non","1,9","Non","2,1","Non_Non","135,820743927",3405
3241,"Rue des Castors","Non","1,1","Non","0,8","Non_Non","62,6684475031",4049
2761,"Avenue de Naples","Oui","5,2","Oui","2,05","Oui_Oui","110,906477671",3495
2809,"Route de Ganges","Non",0,"Non","1,35","Non_Non","121,619697234",4266
16555,,"Non",10,"Non","0,45","Non_Non","79,6387057366",7401
12916,"Avenue  de Boirargues","Non","2,2","Non","0,3","Non_Non","48,1876496408",6326
4837,"Avenue de la Liberté","Non",0,"Non",0,"Non_Non","46,5548466618",7196
2834,"Rond-Point de la Lyre","Non",1,"Non",1,"Non_Non","36,4085078487",3960
8028,"Espace André Pallies","Oui","36,1","Non",0,"Oui_Non","50,0481909077",6717
6389,"Rue du Professeur Blayac","Non",0,"Oui","4,2","Non_Oui","628,00177789",6596
3385,"Avenue de Saint Maur","Non","2,1","Non",0,"Non_Non","150,167309937",4467
3891,"Avenue du Pirée","Oui",10,"Non","1,2","Oui_Non","45,1532831979",4348
4174,"Rue des Hospices","Oui","5,8","Non","1,5","Oui_Non","359,475038549",5037
291,"Rue de Mourèze","Non","4,9","Non","1,5","Non_Non","66,707038903",2141
5549,"Rue Frédéric Fabrèges","Non",0,"Non","4,75","Non_Non","22,3774950504",5468
3997,"Rue Lunaret","Non","1,35","Non","1,1","Non_Non","83,7518081639",4746
4574,"Rue Fontenille","Oui","1,4","Non","4,05","Oui_Non","13,5962160122",7238
2669,"Rue Bertrand de Born","Non","2,75","Oui","2,85","Non_Oui","341,906672663",3955
6586,"Rue du Mas de Verchant",,0,,0,"_","368,812705449",6190
3042,"Rue Valéry Larbaud","Oui","2,3","Oui",7,"Oui_Oui","25,2752639844",4100
2495,"Avenue de l'Europe","Non",0,"Oui","1,9","Non_Oui","175,363803348",3852
12133,"Rue du Pasteur Jean Cadier","Non","0,85","Non","1,05","Non_Non","107,760789677",7472
6185,"Avenue du Maréchal Leclerc","Non","1,2","Non",1,"Non_Non","143,835788994",5868
1731,"Rue des Hibiscus","Oui","2,05","Non","0,9","Oui_Non","101,096564596",3345
17013,"Rue du Professeur Antonin Balmès","Non","2,85","Non","2,9","Non_Non","38,9700381804",7150
2911,"Rue Claude Berthollet","Non","2,25","Non","1,3","Non_Non","85,1888661856",4008
15775,"Avenue de Palavas","Non","1,65","Non","1,1","Non_Non","66,8501552739",7130
1004,"Chemin des Barques","Oui","2,6","Oui","5,2","Oui_Oui","25,5467593227",6839
9,"Rue de la Croix de Figuerolles","Non","1,4","Non","1,45","Non_Non","39,4778070475",2180
1178,"Rue Edouard Branly","Non",0,"Non",0,"Non_Non","88,6313922208",2928
180,"Place de la Petite France",,0,,0,"_","64,977055229",1
188,"Square de la Cathédrale",,0,,0,"_","26,853399514",2
4853,"Place Jean Dorat","Non","1,1","Non",0,"Non_Non","30,5819991964",5301
2130,"Rond-point Maurice Gennevaux","Non",94,"Non","4,6","Non_Non","53,4811905494",3533
5939,"Rue des Fenouils","Non","1,05","Non","1,05","Non_Non","130,485214232",5918
547,"Rue Charles Vanel","Oui","3,65","Oui",5,"Oui_Oui","36,7137805015",2314
17635,"Rue François Dezeuze","Non","1,35","Non","2,9","Non_Non","134,35209408",6360
4090,"Rue Claude Debussy","Non","1,6","Non","1,65","Non_Non","56,2980576653",4903
5590,"Boulevard Berthelot","Oui","3,8","Oui","3,8","Oui_Oui","37,4573594342",4292
3428,"Rue de la Cardonille","Oui",3,"Oui","7,5","Oui_Oui","83,0044139618",3645
5904,"Avenue du Pont Trinquat","Non",0,"Non","1,2","Non_Non","113,444718321",5553
503,"Rue du Pas du Loup","Non","1,95","Non","1,35","Non_Non","93,1813030448",2495
1415,"Avenue d'El Alamein","Non","2,4","Non","2,55","Non_Non","479,130278053",2786
3717,"Impasse Maurice Justin","Oui","3,8","Non","1,5","Oui_Non","61,1445561719",4226
108,"Boulevard de Strasbourg","Oui","6,5","Oui","4,2","Oui_Oui","297,063433647",2232
496,"Rue du Pas du Loup","Non","1,6","Oui",5,"Non_Oui","10,1396976883",2490
865,"Place Alexandre Laissac","Oui","11,9","Non",5,"Oui_Non","20,9750859188",2441
2694,"Avenue de l'Europe","Oui","6,9","Oui","2,2","Oui_Oui","38,7119930481",3764
706,"Rue de Metz","Non","0,8","Non","0,95","Non_Non","38,2329461027",2707
15114,"Rond-point Mattéo Manuguerra","Oui",6,"Non",8,"Oui_Non","97,8695986353",6944
6336,"Rue Hector Berlioz","Non","1,2","Non","1,2","Non_Non","127,603963109",6006
689,"Rue du Faubourg Figuerolles","Non","2,5","Non","1,1","Non_Non","75,7132405419",2691
5677,"Rue Carlencas","Non","1,2","Non","1,1","Non_Non","112,269142212",5636
1760,"Rue de la Sardane","Non","1,55","Oui","2,2","Non_Oui","86,7465580256",3371
6731,"Square d'Arsonval","Non","1,6","Non",0,"Non_Non","45,6817582781",6109
1871,"Rue des Oeillets","Non","1,15","Non","1,15","Non_Non","45,7575287606",6448
4068,"Rue du Bel Air","Non","0,6","Non","0,5","Non_Non","104,977462071",4884
