"RUETRI","RUE","NORUED","NORUEF","PAIRIM","CDETABM"
"MOUNIE              ","Boulevard Mounié                                                ",1,99999,"I","Ecole Elémentaire Jean MOULIN                               "
"MOUNIE              ","Boulevard Mounié                                                ",2,99998,"P","Ecole Elémentaire Jean MOULIN                               "
"MOUREZE             ","Rue de Mourèze                                                  ",1,99999,"I","Ecole Elémentaire SPINOZA                                   "
"MOUREZE             ","Rue de Mourèze                                                  ",2,99998,"P","Ecole Elémentaire SPINOZA                                   "
"MOURGUES            ","Impasse Auguste Mourgues                                        ",1,99999,"I","Ecole Elémentaire Julie DAUBIE                              "
"MOURGUES            ","Impasse Auguste Mourgues                                        ",2,99998,"P","Ecole Elémentaire Julie DAUBIE                              "
"MOURGUES            ","Rue de l'Arc des Mourgues                                       ",1,99999,"I","Ecole Elémentaire CONDORCET                                 "
"MOURGUES            ","Rue de l'Arc des Mourgues                                       ",2,99998,"P","Ecole Elémentaire CONDORCET                                 "
"MOURGUET            ","Rue Laurent Mourguet                                            ",1,99999,"I","Ecole Elémentaire RONSARD                                   "
"MOURGUET            ","Rue Laurent Mourguet                                            ",2,99998,"P","Ecole Elémentaire RONSARD                                   "
"MOURONS             ","Impasse des Mourons                                             ",1,99999,"I","Ecole Primaire Michel de l' Hospital (Element)              "
"MOURONS             ","Impasse des Mourons                                             ",2,99998,"P","Ecole Primaire Michel de l' Hospital (Element)              "
"MOURVEDRE           ","Allée du Mourvèdre                                              ",1,99999,"I","Ecole Elémentaire Julie DAUBIE                              "
"MOURVEDRE           ","Allée du Mourvèdre                                              ",2,99998,"P","Ecole Elémentaire Julie DAUBIE                              "
"MOUSSERON           ","Espace Jean-Marc Mousseron                                      ",1,99999,"I","Ecole Elémentaire Jules VERNE                               "
"MOUSSERON           ","Espace Jean-Marc Mousseron                                      ",2,99998,"P","Ecole Elémentaire Jules VERNE                               "
"MOUSSERON           ","Rue Max Mousseron                                               ",1,99999,"I","Ecole Elémentaire Jules VERNE                               "
"MOUSSERON           ","Rue Max Mousseron                                               ",2,99998,"P","Ecole Elémentaire Jules VERNE                               "
"MOZART              ","Impasse Mozart                                                  ",1,99999,"I","Ecole Primaire Winston CHURCHILL                            "
"MOZART              ","Impasse Mozart                                                  ",2,99998,"P","Ecole Primaire Winston CHURCHILL                            "
"MUGUET              ","Rue du Muguet                                                   ",1,99999,"I","Ecoles SUN YAT SEN / DANTE ALIGHIERI                        "
"MUGUET              ","Rue du Muguet                                                   ",2,99998,"P","Ecoles SUN YAT SEN / DANTE ALIGHIERI                        "
"MULLER              ","Rue Marie Muller                                                ",1,99999,"I","Ecole Elémentaire Jules SIMON                               "
"MULLER              ","Rue Marie Muller                                                ",2,99998,"P","Ecole Elémentaire Jules SIMON                               "
"MULTIPLIANTS        ","Impasse des Multipliants                                        ",1,99999,"I","Ecole Elémentaire LAMARTINE                                 "
"MULTIPLIANTS        ","Impasse des Multipliants                                        ",2,99998,"P","Ecole Elémentaire LAMARTINE                                 "
"MULTIPLIANTS        ","Rue des Multipliants                                            ",1,99999,"I","Ecole Elémentaire LAMARTINE                                 "
